condition_id,batch_id,pressure_axis,expected_pressure_axes,expected_pressure_count,intervention_role,variant,pressure_level,pair_id,pressure_pair_key,physical_strategy_id,coordinator_pressure_kind,coordinator_shape_id,scenario_level,join_shape_id,planned_counterfactual_pair,result_equivalence_status,is_negative_control,is_calibration,network_subblock,template_id,logical_question_id,sql_shape_id,param_json,dataset_profile_id,dataset_size_class,dataset_skew_level,regional_distribution,runtime_config_id,topology_id,execution_strategy,physical_execution_count,repetition_count,stable_identity_valid,sentinel_flag
cond-6755e07026a5b5dcba1f,batch-130-repartition,repartition_join,,0,negative_control,mitigated,mitigated,pair-1dcdc23103e02504918746cd,repartition__reference_join_control,reference_table_join_control,,,control,reference_daily_aggregate,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_tier_join,tenant_tier_daily_join,sql-8a2061c91b9cc2b2,"{""as_of_unix"": 1782864000, ""lookback_days"": 1}",pilot-balanced-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-6784d594b9c8d275a1dc,batch-110-remote,remote_path,remote_path,1,calibration,mitigated,mitigated,pair-a94749fb094f251feb01a7e9,remote_main__selective_filter,,,,,,True,pending_execution,False,True,bundled_remote,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-55fc56b7ec88f402,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 100}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-67fb0c8b19476817aa64,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-b80b190be80b40b802b96861,gac__local_join,regional_colocated_join,"fanin,local_join,group_merge",user_segment_join,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_user_join,user_segment_topk,sql-fca2d2a6fa7af8f9,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""tenant_modulus"": 1}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-68d15453ff886f8886e1,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-c92d2849026a38c7a9f8341d,gac__local_join,regional_colocated_join,"fanin,local_join,group_merge",user_segment_join,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_user_join,user_segment_topk,sql-aeebdcdfac431262,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""tenant_modulus"": 4}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-68fbeedef9e723259e3a,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-4496b933846d7b42fff2093e,gac__global_distinct,regional_distinct,"fanin,distinct_dedup",active_user_distinct,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_distinct_users,distinct_active_users,sql-b752d93124ab0f04,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""user_id_max"": 5}",raw-small-balanced-v1,small,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-69d1b7074021e9ae6521,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-eedb63974432e76f986dc939,gac__group_merge_fanin,regional_partial_aggregate,"fanin,group_merge,sort_topk",user_group_topk,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_partial_user_topk,user_value_topk,sql-0d20174b81a64614,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 100, ""tenant_modulus"": 16}",raw-small-balanced-v1,small,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-6a90e2f93ba9325e4af8,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-0c59cefa7b5da007523b9951,repartition__user_topk__moderate,colocated_distributed_join,,,moderate,user_value_topk,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_value_topk_pair,joined_user_value_topk,sql-bb38668d7a99c4b2,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 7, ""tenant_id_filter"": 0, ""tenant_modulus"": 4, ""user_id_max"": 25}",raw-small-balanced-wide-global-dim-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-6ab72debd44eb3b79430,batch-110-remote,remote_path,,0,negative_control,stressed,stressed,pair-d1ab43b18fca091f918a3a35,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-52494c3006664462,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 14}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,etl_materialized,3,3,True,false
cond-6adc2e2ebf0003bcc142,batch-100-gac,gac_finalization,,0,negative_control,mitigated,mitigated,pair-0f3140749ce196dd71356d43,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-fd183539724de299,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 1, ""us_tenant_id"": 10001}",raw-small-balanced-v1,small,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-6ba32a1f170cbb7d5f34,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-a36c41eb897973bac8865ada,gac__global_topk,regional_topk_candidates,"fanin,sort_topk",event_topk,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,sql-8fb38ba62489875e,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 100}",pilot-balanced-v1,medium,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-6bc4ece9c88d65b248de,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-f94e9c292c2f8745eb302841,repartition__user_topk__sparse,colocated_distributed_join,,,sparse,user_value_topk,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_value_topk_pair,joined_user_value_topk,sql-e1b9fb542793c374,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 1, ""tenant_id_filter"": 0, ""tenant_modulus"": 16, ""user_id_max"": 5}",pilot-balanced-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-6c8b495ad25bedfb101d,batch-130-repartition,repartition_join,repartition_join,1,positive_case,stressed,stressed,pair-915742948e7711b2e5110fd8,repartition__row_sample__sparse,repartition_mapmerge_join,,,sparse,joined_row_sample,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_repartition_joined_event_sample_pair,joined_event_sample,sql-bbbd0f31d64beea2,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 1, ""tenant_id_filter"": 0, ""tenant_modulus"": 16, ""user_id_max"": 5}",raw-small-balanced-wide-global-dim-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-6cbed6e74371b3f80548,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-27a648a6b9e6e7db0ec4e5e7,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-13d20480ee1e7404,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 1}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-6d0db178b696ee83ea0e,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-6ac3f09ee6e25793439d8e31,gac__memory_response,gac_raw_aggregate,"group_merge,sort_topk,memory_spill",user_group_topk_memory,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-192e4f2a0299d161,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 8}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-6d2fff8a7baeac0facbb,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-da05b25faa929db50d995501,remote_main__raw_wide,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-6ed732f05c8e7c774a09,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-b4277ea23cb238dc55126cdc,gac__local_join,regional_colocated_join,"fanin,local_join,group_merge",user_segment_join,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_user_join,user_segment_topk,sql-17ce36cf3b5297a3,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""tenant_modulus"": 8}",raw-small-balanced-v1,small,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-6ed8ff17394f25689e4f,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-3f408d4e3ea8e452a6556694,repartition__segment_aggregate__moderate,colocated_distributed_join,,,moderate,segment_aggregate,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_join_pair,user_segment_topk,sql-552a779424592e0f,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 7, ""tenant_id_filter"": 0, ""tenant_modulus"": 4, ""user_id_max"": 25}",raw-large-balanced-wide-global-dim-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-6f36b8a202d7c99b9f00,batch-140-regional,regional_finalization,,0,negative_control,stressed,stressed,pair-4c18b7d1401101a77c4c1916,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-9bdb9ef3b89c5575,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 100}",raw-small-balanced-v1,small,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-6f7aa30adf227c322a47,batch-110-remote,remote_path,remote_path,1,positive_case,mitigated,mitigated,pair-a4e9539f45b5fb1ae2ffa131,remote_main__raw_wide,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-6fbb71a4f51b56aec3a7,batch-130-repartition,repartition_join,repartition_join,1,positive_case,stressed,stressed,pair-dfae178e594f57ba4e37d7bf,repartition__router_calibration,repartition_mapmerge_join,,,router,segment_aggregate,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_repartition_user_join_pair,user_segment_topk,sql-1b82546d44692cc1,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 30, ""tenant_id_filter"": 1, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-703a82600ebb41299787,batch-110-remote,remote_path,remote_path,1,calibration,mitigated,mitigated,pair-e7258b50f776cc6580bdedc4,remote_cal_fetch__raw_wide,,,,,,True,pending_execution,False,True,fetch_only,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_fetch_10000,eu_us_gac,multiregion_union,3,3,True,false
cond-7054223ea2621776ae90,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-e9e64b6d10b8433ee8412e6b,remote_main__topk,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_top_tenants_raw_finalize,top_tenants,sql-d194caa98579624e,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 7}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-707cc4ce9b4c32db62d9,batch-110-remote,remote_path,,0,negative_control,mitigated,mitigated,pair-8046e8fec0dad373d9cb5ab4,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-7bc17a4db0f519ac,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 60}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_mitigated,eu_us_gac,etl_materialized,3,3,True,false
cond-7084e38de42a8b17e3c3,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,mitigated,mitigated,pair-a63b89388a8b7bccb0cccb5a,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-44619538643ab504,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-7089b5a714463d223bc1,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,stressed,stressed,pair-da205a0b77b3e6630493de34,gac__memory_response,gac_raw_aggregate,"group_merge,sort_topk,memory_spill",user_group_topk_memory,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-f9b9c7935b3c0a33,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 2}",raw-small-balanced-v1,small,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-709873e9287019ad2baf,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-a9e0cec8e42bf6806cb073e3,repartition__user_topk__sparse,colocated_distributed_join,,,sparse,user_value_topk,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_value_topk_pair,joined_user_value_topk,sql-e1b9fb542793c374,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 1, ""tenant_id_filter"": 0, ""tenant_modulus"": 16, ""user_id_max"": 5}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-70a684c3069b5d5ef758,batch-140-regional,regional_finalization,,0,negative_control,stressed,stressed,pair-3d42461717e5c92e7a487d94,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-2dd65109c6124edd,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 500}",raw-small-balanced-v1,small,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-71085f43bd3d3fe456d6,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-d530399a8641b5060c2fdd24,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-ea7fba9e83684f98,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-7149cfdef8faa38a5e7a,batch-110-remote,remote_path,remote_path,1,calibration,mitigated,mitigated,pair-46f786515ac044f971c38c83,remote_cal_bandwidth__selective_filter,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-b3d1f2c008f7bca2,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 950}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_bandwidth_unlimited,eu_us_gac,multiregion_union,3,3,True,false
cond-715568f1a71e5dadd939,batch-110-remote,remote_path,remote_path,1,calibration,stressed,stressed,pair-4af113035c259249526aff4e,remote_cal_bandwidth__selective_filter,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-b3d1f2c008f7bca2,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 950}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_bandwidth_10mbit,eu_us_gac,multiregion_union,3,3,True,false
cond-7214ea8d83f1cf283e50,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,stressed,stressed,pair-25e985b6230c3b396eae2ff7,gac__local_join,gac_local_hash_join,"fanin,local_join,group_merge",user_segment_join,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_local_user_join,user_segment_topk,sql-2e6a7da838c644d9,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-72255ebd0a8f3a12c644,batch-100-gac,gac_finalization,,0,negative_control,mitigated,mitigated,pair-2ececece6ebe8e2fcecf1f1e,gac__selective_filter_control,,negative_control,selective_summary,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-ebe58e2c7dbf8ccf,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 900}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-728dd5e28fdd8d5e4622,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-b2f3ce40131ea550019b9011,remote_main__join,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_global_user_join,global_user_topk,sql-5acce6362b36ff7d,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 30}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-729226e1c21a0da9eecd,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-9676179917c72bc33e305761,repartition__user_topk__broad,colocated_distributed_join,,,broad,user_value_topk,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_value_topk_pair,joined_user_value_topk,sql-5c06b41490043669,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 30, ""tenant_id_filter"": 0, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-large-balanced-wide-global-dim-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-72b809f592691351b80e,batch-110-remote,remote_path,remote_path,1,calibration,mitigated,mitigated,pair-82374c32f4a33e2eacbd4cff,remote_cal_fetch__raw_wide,,,,,,True,pending_execution,False,True,fetch_only,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_fetch_10000,eu_us_gac,multiregion_union,3,3,True,false
cond-7301ff3d998b5658b72f,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-ea7f248ca0527ead5a479b93,repartition__reference_join_control,reference_table_join_control,,,control,reference_daily_aggregate,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_tier_join,tenant_tier_daily_join,sql-7d384f04f17ef6fd,"{""as_of_unix"": 1782864000, ""lookback_days"": 30}",raw-small-balanced-wide-global-dim-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-733494cdd14a3771637f,batch-140-regional,regional_finalization,,0,negative_control,mitigated,mitigated,pair-601b13e3b5e0070a1b912a22,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-3f1dcb6452f2fab8,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 2}",raw-small-balanced-v1,small,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-733e7523693260d801c4,batch-110-remote,remote_path,remote_path,1,calibration,stressed,stressed,pair-46f786515ac044f971c38c83,remote_cal_bandwidth__selective_filter,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-b3d1f2c008f7bca2,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 950}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_bandwidth_10mbit,eu_us_gac,multiregion_union,3,3,True,false
cond-73c7b5e02db7179aa0dc,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,stressed,stressed,pair-c67e9c9151cd3f79b39d7e2c,gac__memory_response,gac_raw_aggregate,"group_merge,sort_topk,memory_spill",user_group_topk_memory,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-7b24f8418a84dae1,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 1}",raw-small-balanced-v1,small,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-74076efe1421c2d2713a,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-1452c60f68236ff230225ed0,repartition__scalar_summary__sparse,colocated_distributed_join,,,sparse,scalar_summary,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_join_summary_pair,joined_event_summary,sql-1a511061a0123d25,"{""as_of_unix"": 1782864000, ""lookback_days"": 1, ""tenant_id_filter"": 0, ""tenant_modulus"": 16, ""user_id_max"": 5}",pilot-balanced-wide-global-dim-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-74823fa648b7b5bcdbbd,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-5e27f6c9d09abc32fd9f7099,repartition__tenant_point_control,tenant_point_no_join_control,,,control,no_join_tenant_point,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-0302ac02f62521a7,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-749ba25ea46e0172ca71,batch-110-remote,remote_path,remote_path,1,calibration,stressed,stressed,pair-e5ce143aca9ea4f4be89f5fd,remote_cal_bandwidth__raw_wide,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_bandwidth_10mbit,eu_us_gac,multiregion_union,3,3,True,false
cond-74b9d1f738c83435b1dd,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-4a9934a0127135da813596f1,repartition__row_sample__broad,colocated_distributed_join,,,broad,joined_row_sample,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_joined_event_sample_pair,joined_event_sample,sql-bd4ac4ef9aecf96c,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 30, ""tenant_id_filter"": 0, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-751aca4a884cbdf0d8a1,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,stressed,stressed,pair-25c6b4bfac4e9d78abb73f90,gac__global_distinct,gac_raw_distinct,"fanin,distinct_dedup",active_user_distinct,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_distinct_users,distinct_active_users,sql-cc2b4491c5c8c1d7,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""user_id_max"": 10}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-753420da36a87de37d68,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-069d3fa047f7c6184464cd16,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-3539f733814e009f,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 14, ""us_tenant_id"": 10001}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-75b680c06c83863adc4e,batch-110-remote,remote_path,remote_path,1,calibration,intermediate,intermediate,pair-4173d72a6e05a5753ca9d48d,remote_cal_fetch__rollup,,,,,,True,pending_execution,False,True,fetch_only,gac_fdw_multiregion_raw_region_rollup,event_full_scan_summary,sql-51e7cd650ada18c1,"{""as_of_unix"": 1782864000, ""lookback_days"": 30}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_fetch_2000,eu_us_gac,multiregion_union,3,3,True,false
cond-75e8ab26a69852374312,batch-100-gac,gac_finalization,,0,negative_control,mitigated,mitigated,pair-3f22c5187a371de52a513ae8,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-fe6cfb6e2ef86f9a,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 7, ""us_tenant_id"": 10001}",pilot-balanced-v1,medium,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-762b57603f43068f7bbe,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-0488c33d70bb0d8731b5a0d7,repartition__tenant_point_control,tenant_point_no_join_control,,,control,no_join_tenant_point,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-0302ac02f62521a7,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1}",pilot-balanced-wide-global-dim-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
