query_run_id,hard_cluster,max_membership,top2_margin,membership_entropy,nearest_center_distance,nearest_center_distance_baseline_percentile,display_state,membership_c0,membership_c1,membership_c2,membership_c3,frozen_p99_threshold,ood_above_frozen_p99,nearest_distance_over_p99,scaled_feature_fingerprint,query_id
20260727T131605Z-stats-ceb-full-no-refit-v1__stats-ce--521a6a556a0f--no_refit__stats_ceb_multiregion_count__query_id-131,2,0.35465613422706443,0.08576542767143508,1.3345211345545427,5.706993379770686,0.905295315682281,mixed_boundary,0.13542942434815056,0.24102373486915563,0.35465613422706443,0.26889070655562936,11.30732349021444,False,0.5047165569031098,fd1cac8dc7f5811d912d4533d6124c0799bf010b04f39f15ffa834400933e362,131
20260727T131659Z-stats-ceb-full-no-refit-v1__stats-ce--8a1a9579cea7--no_refit__stats_ceb_multiregion_count__query_id-133,0,0.2500615688164853,6.818396187033282e-05,1.386294350431212,1614.4081229223546,1.0,weak_prototype_coverage,0.2500615688164853,0.24999338485461495,0.24997280823983134,0.2499722380890684,11.30732349021444,True,142.77544321779527,9e9c982638ef7b21ab27359dad3957ff4eb686ee925758f1132e03982f63fd54,133
20260727T131741Z-stats-ceb-full-no-refit-v1__stats-ce--90f8401b547e--no_refit__stats_ceb_multiregion_count__query_id-134,2,0.3546561175144652,0.08576537507564597,1.3345211329095648,5.706993342815784,0.905295315682281,mixed_boundary,0.1354294171066835,0.2410237229400321,0.3546561175144652,0.2688907424388192,11.30732349021444,False,0.5047165536348827,466c67db2a1f4d221167b682f2405c9ba1c64e7dce41646f23896d2f48dd228a,134
20260727T131825Z-stats-ceb-full-no-refit-v1__stats-ce--f9de1e665444--no_refit__stats_ceb_multiregion_count__query_id-136,2,0.35465615205107154,0.08576548376493459,1.334521136308918,5.7069934191835845,0.905295315682281,mixed_boundary,0.1354294320711987,0.24102374759159273,0.35465615205107154,0.26889066828613695,11.30732349021444,False,0.5047165603887178,e2bb90097ef418648bf32a98da1cac35ca8eb8d49938d962d7c209ed8781eaa9,136
20260727T131940Z-stats-ceb-full-no-refit-v1__stats-ce--c2c0f5e0d091--no_refit__stats_ceb_multiregion_count__query_id-137,2,0.35465606918131715,0.08576522296778383,1.3345211281522795,5.706993235943834,0.905295315682281,mixed_boundary,0.1354293961643011,0.24102368844084843,0.35465606918131715,0.2688908462135333,11.30732349021444,False,0.5047165441833135,f03ab8ca51a11b211029c80454d7c983e87cc064889aa2098f31865663de0a43,137
20260727T132012Z-stats-ceb-full-no-refit-v1__stats-ce--e848245a93b8--no_refit__stats_ceb_multiregion_count__query_id-138,0,0.2516173894532201,0.0018241435119082938,1.3862869783080844,470.96478652547603,1.0,weak_prototype_coverage,0.2516173894532201,0.2497932459413118,0.2491492200017753,0.24944014460369274,11.30732349021444,True,41.65130562799033,2bee2a9b6d47a52686bac4618d1b9e2e1aed36dfb63c65526c67ad17b4c186ab,138
20260727T132037Z-stats-ceb-full-no-refit-v1__stats-ce--df5c5c659377--no_refit__stats_ceb_multiregion_count__query_id-139,0,0.40272877891862385,0.12090894258829671,1.2913740484048395,7.115638198819865,0.9266802443991853,mixed_boundary,0.40272877891862385,0.28181983633032714,0.1103821960717059,0.20506918867934312,11.30732349021444,False,0.6292946518225879,ce6dcb5b2f31f5b501248a840da1552f4d38865ecc1ae280c14802394cf40bf9,139
20260727T132200Z-stats-ceb-full-no-refit-v1__stats-ce--15cc6ad9a739--no_refit__stats_ceb_multiregion_count__query_id-140,2,0.35465616577757425,0.08576552696329681,1.3345211376599886,5.706993449536297,0.905295315682281,mixed_boundary,0.13542943801883023,0.24102375738931806,0.35465616577757425,0.26889063881427744,11.30732349021444,False,0.5047165630730589,938b1e51d7c586ce2a15591c173d59cc3dc5907f1699dc2cf51a19c77ad63eb8,140
20260727T132401Z-stats-ceb-full-no-refit-v1__stats-ce--a82d36999fed--no_refit__stats_ceb_multiregion_count__query_id-141,0,0.356502670205076,0.10855053742984488,1.3520460576707407,10.62019536241994,0.9816700610997964,mixed_boundary,0.356502670205076,0.2479521327752311,0.17571564796787034,0.2198295490518226,11.30732349021444,False,0.9392315848760184,39d76301eb9c58b4da7f987ae672d7460cbefe21a1dcd9fc8f42071425534442,141
20260727T132906Z-stats-ceb-full-no-refit-v1__stats-ce--f6c5964c7097--no_refit__stats_ceb_multiregion_count__query_id-142,2,0.3546561661191324,0.08576552803820686,1.3345211376936075,5.70699345029157,0.905295315682281,mixed_boundary,0.13542943816682593,0.24102375763311604,0.3546561661191324,0.26889063808092556,11.30732349021444,False,0.5047165631398539,fbd691334d4af26dfe469ddec2b92f807f9a34f4e2d5fc4cacb307624b95c411,142
20260727T133119Z-stats-ceb-full-no-refit-v1__stats-ce--7289a6252abd--no_refit__stats_ceb_multiregion_count__query_id-143,2,0.35465615726499927,0.08576550017356488,1.3345211368221137,5.706993430712843,0.905295315682281,mixed_boundary,0.13542943433036891,0.2410237513131975,0.35465615726499927,0.2688906570914344,11.30732349021444,False,0.5047165614083454,46f16301d6bf45a9e2e43cdd5d001880502aa282f12d0716536ec15913aeaa66,143
20260727T133249Z-stats-ceb-full-no-refit-v1__stats-ce--38b46bc207e5--no_refit__stats_ceb_multiregion_count__query_id-144,0,0.25759832509074787,0.00802514935440668,1.3861233018594592,115.58885333105707,1.0,weak_prototype_coverage,0.25759832509074787,0.2495731757363412,0.24533809219606798,0.24749040697684296,11.30732349021444,True,10.22247691339951,0519add016369fc5caa40566c44f12fe5e55e703d62d8104da2b0e7450b283ee,144
20260727T133321Z-stats-ceb-full-no-refit-v1__stats-ce--884fb2f9b52f--no_refit__stats_ceb_multiregion_count__query_id-145,2,0.3181247302359127,0.07269317185858956,1.3719018647895556,11.69291665119595,0.9918533604887984,weak_prototype_coverage,0.1996038792825978,0.23683983210416631,0.3181247302359127,0.24543155837732314,11.30732349021444,True,1.0341011877227366,478aee037575bbce634dceea8d4262576410211562cbc0f82d1aca20249cec38,145
