k,seed,cluster,feature,weighted_mean_z,abs_weighted_mean_z,effective_membership_size
5,5,0,remote_to_final_rows_ratio,0.08406116045403765,0.08406116045403765,497.37638200988573
5,5,0,wan_output_to_final_rows_ratio,0.1189755733489674,0.1189755733489674,497.37638200988573
5,5,0,drf_bytes_proxy,-0.06816182943577788,0.06816182943577788,497.37638200988573
5,5,0,global_group_merge_ratio,0.1189755733489674,0.1189755733489674,497.37638200988573
5,5,0,temp_bytes_to_wan_bytes_ratio,0.011529690345538373,0.011529690345538373,497.37638200988573
5,5,0,temp_blocks_per_wan_row,-0.03815523208507055,0.03815523208507055,497.37638200988573
5,5,0,temp_blocks_per_final_row,-0.39030219852840425,0.39030219852840425,497.37638200988573
5,5,0,spill_per_wan_mb,-0.14855100509721253,0.14855100509721253,497.37638200988573
5,5,0,hash_batches_max,-0.03220091808234188,0.03220091808234188,497.37638200988573
5,5,0,remote_region_rows_isf,-0.04000694037856367,0.04000694037856367,497.37638200988573
5,5,0,worker_task_scan_rows_isf,-0.15014840050023115,0.15014840050023115,497.37638200988573
5,5,0,worker_task_scan_actual_rows_max_share,-0.211585984232273,0.211585984232273,497.37638200988573
5,5,0,task_count_to_shard_count_ratio,-0.15616818233132104,0.15616818233132104,497.37638200988573
5,5,0,active_task_share,0.01987208079951585,0.01987208079951585,497.37638200988573
5,5,0,citus_repartition_query,-0.002975351286500873,0.002975351286500873,497.37638200988573
5,5,0,worker_task_seq_scan_share,0.28221814703405024,0.28221814703405024,497.37638200988573
5,5,0,root_rows_estimate_error_log,0.13790364810497005,0.13790364810497005,497.37638200988573
5,5,0,foreign_scan_rows_estimate_error_log,0.08949183738866265,0.08949183738866265,497.37638200988573
5,5,0,aggregate_rows_estimate_error_log,-0.04899653166744403,0.04899653166744403,497.37638200988573
5,5,0,remote_root_rows_estimate_error_log,-0.1594261723683511,0.1594261723683511,497.37638200988573
5,5,1,remote_path_share,0.5005661025740686,0.5005661025740686,512.6488181840626
5,5,1,remote_to_final_rows_ratio,0.35960165495910434,0.35960165495910434,512.6488181840626
5,5,1,wan_output_to_final_rows_ratio,0.19448533612351804,0.19448533612351804,512.6488181840626
5,5,1,drf_bytes_proxy,-0.0736290589496865,0.0736290589496865,512.6488181840626
5,5,1,global_group_merge_ratio,0.19448533612351804,0.19448533612351804,512.6488181840626
5,5,1,temp_bytes_to_wan_bytes_ratio,0.19956333097769857,0.19956333097769857,512.6488181840626
