query_run_id,database_sweep_id,dataset_id,dataset_profile_id,runtime_config_id,runtime_intervention_axis,corpus_cell_id,logical_question_id,execution_strategy,instance_id,template_id,execution_status,timed_out,collection_error_count,remote_error_count,intervention_role,intervention_axis,network_profile_id,configured_latency_ms,configured_jitter_ms,configured_loss_percent,fetch_size,work_mem,configured_shard_count,configured_region_count,configured_worker_count_per_region,configured_worker_count_total,observed_region_count_for_task_scope,configured_region_shard_slots,observed_region_shard_slots
20260626T125101Z-clean-run-eu-us-gac-v1__pilot-balanc--28fc176652d2--_fdw_user_segment_join__lookback_days-1__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-1__limit_k-25,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125120Z-clean-run-eu-us-gac-v1__pilot-balanc--fa84e6de3260--l_tenant_point_rollup__tenant_id-5__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-5__lookback_days-7,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T125135Z-clean-run-eu-us-gac-v1__pilot-balanc--146700d6d93e--rollup__lookback_days-14__min_value-100__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-100__limit_k-50,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125158Z-clean-run-eu-us-gac-v1__pilot-balanc--43caa467d247--_rollup__lookback_days-30__min_value-0__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-0__limit_k-100,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125221Z-clean-run-eu-us-gac-v1__pilot-balanc--aa1c4c32942f--ac_fdw_daily_rollup__lookback_days-7__min_value-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-7__min_value-100,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125238Z-clean-run-eu-us-gac-v1__pilot-balanc--1156aeb42a91--tenant_id-100__us_tenant_id-10100__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-100__us_tenant_id-10100__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125253Z-clean-run-eu-us-gac-v1__pilot-balanc--9f82f47ea57f--egion_global_user_join__lookback_days-3__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,multiregion_union,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-3__limit_k-50,gac_fdw_multiregion_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125320Z-clean-run-eu-us-gac-v1__pilot-balanc--b4d148e18f96--_tenant_tier_left_join__lookback_days-7__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,fdw_raw,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_tier_left_join__lookback_days-7__limit_k-10,gac_fdw_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125338Z-clean-run-eu-us-gac-v1__pilot-balanc--e01126a536f4--tenant_point_rollup__tenant_id-100__lookback_days-3,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-100__lookback_days-3,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125354Z-clean-run-eu-us-gac-v1__pilot-balanc--7bff1c541796--w_tenant_point_rollup__tenant_id-1__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-1__lookback_days-1,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125410Z-clean-run-eu-us-gac-v1__pilot-balanc--a6611f3098d0--tenant_tier_left_join__lookback_days-7__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,fdw_raw,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_tier_left_join__lookback_days-7__limit_k-100,gac_fdw_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125428Z-clean-run-eu-us-gac-v1__pilot-balanc--ce058151d145--c_etl_global_user_topk__lookback_days-1__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,etl_materialized,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_global_user_topk__lookback_days-1__limit_k-50,gac_etl_global_user_topk,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T125443Z-clean-run-eu-us-gac-v1__pilot-balanc--d8e2ec3b2e9e--dw_user_segment_join__lookback_days-30__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-30__limit_k-100,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125504Z-clean-run-eu-us-gac-v1__pilot-balanc--121d8e9631c1--_tenant_tier_left_join__lookback_days-7__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-7__limit_k-10,gac_fdw_multiregion_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125527Z-clean-run-eu-us-gac-v1__pilot-balanc--1d0332ca642a--region_user_value_topk__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-7__limit_k-50,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125550Z-clean-run-eu-us-gac-v1__pilot-balanc--d31f45fcc8b3--tenant_id-1000__us_tenant_id-10001__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10001__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125606Z-clean-run-eu-us-gac-v1__pilot-balanc--0829e2e595b7--vent_filter_summary__lookback_days-7__min_value-500,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-7__min_value-500,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125624Z-clean-run-eu-us-gac-v1__pilot-balanc--5b7316ec53f0--_event_filter_summary__lookback_days-7__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-7__min_value-0,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125646Z-clean-run-eu-us-gac-v1__pilot-balanc--e7cb8cda82b8--_tenant_tier_left_join__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-7__limit_k-50,gac_fdw_multiregion_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125710Z-clean-run-eu-us-gac-v1__pilot-balanc--8963f9f22a8a--_gac_fdw_daily_rollup__lookback_days-7__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-7__min_value-0,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125728Z-clean-run-eu-us-gac-v1__pilot-balanc--19f06d3168df--ltiregion_top_tenants__lookback_days-14__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,multiregion_union,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_top_tenants__lookback_days-14__limit_k-10,gac_fdw_multiregion_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125750Z-clean-run-eu-us-gac-v1__pilot-balanc--caf35d98a728--egion_user_value_topk__lookback_days-7__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-7__limit_k-100,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125814Z-clean-run-eu-us-gac-v1__pilot-balanc--f0d58541013a--ulti_dimension_rollup__lookback_days-14__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,etl_materialized,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-14__limit_k-10,gac_etl_multi_dimension_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T125829Z-clean-run-eu-us-gac-v1__pilot-balanc--0a830b70babb--_etl_global_user_topk__lookback_days-14__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,etl_materialized,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_global_user_topk__lookback_days-14__limit_k-25,gac_etl_global_user_topk,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T125843Z-clean-run-eu-us-gac-v1__pilot-balanc--b4403ecd23bf--__limit_k-100__payload_repeat-64__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,fdw_raw,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_raw_wide_sample__lookback_days-7__min_value-900__limit_k-100__payload_repeat-64__payload_width-512,gac_fdw_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125858Z-clean-run-eu-us-gac-v1__pilot-balanc--8f1753ef615e--vent_filter_summary__lookback_days-1__min_value-900,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-1__min_value-900,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T125915Z-clean-run-eu-us-gac-v1__pilot-balanc--93877bdf4d80--multi_dimension_rollup__lookback_days-3__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,etl_materialized,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-10,gac_etl_multi_dimension_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T125930Z-clean-run-eu-us-gac-v1__pilot-balanc--0a57b04dfb93--rollup__lookback_days-1__min_value-500__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-1__min_value-500__limit_k-100,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T125948Z-clean-run-eu-us-gac-v1__pilot-balanc--262fb16215a1--ultiregion_top_tenants__lookback_days-7__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,multiregion_union,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_top_tenants__lookback_days-7__limit_k-25,gac_fdw_multiregion_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130014Z-clean-run-eu-us-gac-v1__pilot-balanc--0412624aefb3--u_tenant_id-10__us_tenant_id-10001__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-10__us_tenant_id-10001__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130030Z-clean-run-eu-us-gac-v1__pilot-balanc--118198682b25--eu_tenant_id-1__us_tenant_id-10100__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-10100__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130045Z-clean-run-eu-us-gac-v1__pilot-balanc--6a6fa3091f04--_fdw_user_value_topk__lookback_days-14__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,fdw_raw,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_value_topk__lookback_days-14__limit_k-100,gac_fdw_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130104Z-clean-run-eu-us-gac-v1__pilot-balanc--1a65399577af--egion_global_user_join__lookback_days-1__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,multiregion_union,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-1__limit_k-10,gac_fdw_multiregion_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130133Z-clean-run-eu-us-gac-v1__pilot-balanc--9f6f34fbf9ab--enant_id-1000__us_tenant_id-10100__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10100__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130148Z-clean-run-eu-us-gac-v1__pilot-balanc--9d2cdea53677--rollup__lookback_days-30__min_value-500__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-500__limit_k-10,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130207Z-clean-run-eu-us-gac-v1__pilot-balanc--e0253af1aaf8--t__gac_fdw_top_tenants__lookback_days-3__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,fdw_raw,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_top_tenants__lookback_days-3__limit_k-50,gac_fdw_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130225Z-clean-run-eu-us-gac-v1__pilot-balanc--9e22ebca4344--__gac_fdw_top_tenants__lookback_days-14__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,fdw_raw,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_top_tenants__lookback_days-14__limit_k-10,gac_fdw_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130244Z-clean-run-eu-us-gac-v1__pilot-balanc--1118e9e5f196--w_tenant_point_rollup__tenant_id-5__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-5__lookback_days-1,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130300Z-clean-run-eu-us-gac-v1__pilot-balanc--861be9d751cd--tenant_point_rollup__tenant_id-10__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-10__lookback_days-30,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130316Z-clean-run-eu-us-gac-v1__pilot-balanc--e78fc5367f69--egion_user_value_topk__lookback_days-1__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-1__limit_k-100,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130340Z-clean-run-eu-us-gac-v1__pilot-balanc--6f8f28512fb7--tenant_point_rollup__tenant_id-100__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-100__lookback_days-7,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130355Z-clean-run-eu-us-gac-v1__pilot-balanc--66568c745c9f--eu_tenant_id-5__us_tenant_id-10005__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10005__lookback_days-1,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
