query_run_id,main_root_actual_total_time_ms,main_root_actual_rows,main_root_plan_rows,main_total_cost,has_foreign_scan,has_custom_scan,has_join,has_sort,has_hash,has_aggregate,has_limit,has_materialize,join_node_count,hash_join_count,merge_join_count,nested_loop_count,remote_path_share,fdw_remote_sql_count,fdw_remote_plan_count,remote_region_actual_rows_sum,remote_region_actual_rows_cv,remote_region_actual_rows_max_share,remote_region_actual_rows_min_max_ratio,remote_region_actual_rows_active_share,remote_region_zero_row_count,remote_region_nonzero_count,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_cv,remote_region_tuple_bytes_max_share,remote_region_tuple_bytes_min_max_ratio,remote_region_tuple_bytes_active_share,remote_region_task_count_sum,remote_region_task_count_cv,remote_region_task_count_max_share,remote_region_task_count_min_max_ratio,remote_region_task_count_active_share,remote_region_plan_fingerprint_count,remote_region_dominant_plan_fingerprint_share,remote_plan_node_count_sum,remote_plan_max_depth,remote_has_custom_scan,remote_has_sort,remote_has_hash_join,remote_actual_rows_sum,global_fanin_ratio,remote_to_final_rows_ratio,finalize_share,drf_bytes_proxy,wan_output_rows,wan_output_bytes_proxy,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,drf_rows_proxy,wan_output_to_final_rows_ratio,global_group_count_proxy,global_group_density,global_group_merge_ratio,task_count_to_shard_count_ratio,task_count_to_configured_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,active_task_share,tasks_per_worker_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,temp_blocks_per_regional_input_row,spill_per_wan_mb,root_rows_estimate_error_log,rows_estimate_error_max_abs_log,rows_estimate_error_mean_abs_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,join_rows_estimate_error_log,sort_rows_estimate_error_log,remote_root_rows_estimate_error_log,temp_blocks_sum,spill_flag,external_sort_count,sort_space_used_max,hash_batches_max,memory_pressure_score_v1,task_count,citus_map_merge_job_count,citus_repartition_query,worker_task_plan_count,worker_task_actual_rows_sum,worker_task_actual_rows_cv,worker_task_actual_rows_max_share,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_max_share,remote_region_rows_isf,remote_region_bytes_isf,worker_task_scan_rows_isf,worker_task_root_rows_isf,worker_task_within_region_scan_rows_isf_max,worker_task_index_scan_share,worker_task_seq_scan_share,worker_task_bitmap_scan_share,worker_task_node_count_sum,worker_task_plan_max_depth_max,worker_task_plan_max_depth_mean,worker_task_join_node_count,worker_task_aggregate_node_count,worker_task_sort_node_count,worker_task_blocking_node_count,worker_task_scan_node_count,worker_task_materialization_node_count,worker_task_parallel_node_count,worker_task_bitmap_node_count,worker_task_index_access_node_count,worker_task_sequential_access_node_count,worker_task_spill_capable_node_count,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_dominant_share,worker_task_region_task_count_cv,worker_task_region_rows_cv,worker_task_region_rows_max_share,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_max_share,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_max_share_max,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_mean,main_node_type_count_ForeignScan,main_node_type_count_IncrementalSort,main_node_type_count_Limit,main_node_type_count_MergeAppend,main_node_type_count_SubqueryScan,main_node_type_count_Aggregate,main_node_type_count_Append,main_node_type_count_Sort,main_node_type_count_CTEScan,worker_node_count_seq_scan,worker_node_count_index_scan,worker_node_count_index_only_scan,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_index_scan,worker_node_count_hash_join,worker_node_count_merge_join,worker_node_count_nested_loop,worker_node_count_sort,worker_node_count_incremental_sort,worker_node_count_hash_aggregate,worker_node_count_group_aggregate,worker_node_count_aggregate,worker_node_count_materialize,worker_node_count_memoize,worker_node_count_other
20260802T153142Z-cross-action-pilot-v1__raw-small-bal--65ebfd3fead5--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,331.929,100.0,6.0,281.39,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6968628833274587,2.0,2.0,38721.0,0.0012138116267658376,0.500606905813383,0.9975753198514239,1.0,0.0,2.0,928768.0,0.0011025358324145535,0.5005512679162073,0.9977973568281938,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,38721.0,387.21,387.21,0.3031371166725413,1.0000000000000002,38721.0,928768.0,38721.0,928768.0000000001,1.0,387.21,100.0,0.0025825779292890164,387.21,2.0,1.0,1.0,1.0,8.0,66.70782800441015,0.1953203687921283,75.63,0.1953203687921283,8538.601984564499,2.6692103677859462,8.618253043893798,6.764237434920764,8.485960488985139,7.805241742177117,,2.6692103677859462,-1.6431081138767358,7563.0,1.0,0.0,37.0,232.0,14.37789280144466,32.0,,0,32.0,38721.0,0.24802125275523715,0.049972882931742464,38721.0,0.24802125275523715,0.049972882931742464,1.001213811626766,1.0011025358324146,1.5991322538157589,1.5991322538157589,1.5971935617003714,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0012138116267658376,0.500606905813383,0.0012138116267658376,0.500606905813383,0.2503768341925014,0.24801257036605606,0.09982459760627321,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153338Z-cross-action-pilot-v1__raw-small-bal--cd84fc6fab4e--ent_filter_summary__lookback_days-30__min_value-950,350.536,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999457972932881,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,5.420270671186016e-05,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153408Z-cross-action-pilot-v1__raw-small-bal--3d86d60887c3--opk__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,3713.141,5000.0,974.0,574.72,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98938930678905,2.0,2.0,38721.0,0.0012138116267658376,0.500606905813383,0.9975753198514239,1.0,0.0,2.0,1239040.0,0.001652892561983471,0.5008264462809917,0.9966996699669967,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,38721.0,7.7442,7.7442,0.010610693210949944,1.0,38721.0,1239040.0,38721.0,1239040.0,1.0,7.7442,5000.0,0.1291288964644508,7.7442,2.0,1.0,1.0,1.0,8.0,24.700826446280992,0.09648511143823765,0.7472,0.09648511143823765,3161.705785123967,1.6349557004210566,3.6819394442518822,2.9991357056978116,3.6819394442518822,,,1.6349557004210566,-1.6431081138767358,3736.0,1.0,1.0,1928.0,1.0,9.226038429485484,32.0,,0,32.0,38721.0,0.24802125275523715,0.049972882931742464,38721.0,0.24802125275523715,0.049972882931742464,1.001213811626766,1.0016528925619834,1.5991322538157589,1.5991322538157589,1.5971935617003714,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0012138116267658376,0.500606905813383,0.0012138116267658376,0.500606905813383,0.2503768341925014,0.24801257036605606,0.09982459760627321,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153446Z-cross-action-pilot-v1__raw-small-bal--2decf18be6ad--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,3773.338,100.0,6.0,281.39,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9502612805955893,2.0,2.0,38721.0,0.0012138116267658376,0.500606905813383,0.9975753198514239,1.0,0.0,2.0,928768.0,0.0011025358324145535,0.5005512679162073,0.9977973568281938,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,38721.0,387.21,387.21,0.04973871940441064,1.0000000000000002,38721.0,928768.0,38721.0,928768.0000000001,1.0,387.21,100.0,0.0025825779292890164,387.21,2.0,1.0,1.0,1.0,8.0,65.72877618522602,0.1924537072906175,74.52,0.1924537072906175,8413.283351708931,2.6692103677859462,8.618253043893798,6.764237434920764,8.485960488985139,7.805241742177117,,2.6692103677859462,-1.6431081138767358,7452.0,1.0,0.0,37.0,218.0,14.300866977670783,32.0,,0,32.0,38721.0,0.24802125275523715,0.049972882931742464,38721.0,0.24802125275523715,0.049972882931742464,1.001213811626766,1.0011025358324146,1.5991322538157589,1.5991322538157589,1.5971935617003714,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0012138116267658376,0.500606905813383,0.0012138116267658376,0.500606905813383,0.2503768341925014,0.24801257036605606,0.09982459760627321,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153519Z-cross-action-pilot-v1__raw-small-bal--3d86d60887c3--opk__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,3727.138,5000.0,974.0,574.72,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9901774498287963,2.0,2.0,38721.0,0.0012138116267658376,0.500606905813383,0.9975753198514239,1.0,0.0,2.0,1239040.0,0.001652892561983471,0.5008264462809917,0.9966996699669967,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,38721.0,7.7442,7.7442,0.009822550171203662,1.0,38721.0,1239040.0,38721.0,1239040.0,1.0,7.7442,5000.0,0.1291288964644508,7.7442,2.0,1.0,1.0,1.0,8.0,24.700826446280992,0.09648511143823765,0.7472,0.09648511143823765,3161.705785123967,1.6349557004210566,3.6819394442518822,2.9991357056978116,3.6819394442518822,,,1.6349557004210566,-1.6431081138767358,3736.0,1.0,1.0,1928.0,1.0,9.226038429485484,32.0,,0,32.0,38721.0,0.24802125275523715,0.049972882931742464,38721.0,0.24802125275523715,0.049972882931742464,1.001213811626766,1.0016528925619834,1.5991322538157589,1.5991322538157589,1.5971935617003714,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0012138116267658376,0.500606905813383,0.0012138116267658376,0.500606905813383,0.2503768341925014,0.24801257036605606,0.09982459760627321,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153553Z-cross-action-pilot-v1__raw-small-bal--3ebedc6c739e--_limit_k-10000__payload_repeat-8__payload_width-256,3986.343,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999819383329532,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,1.806166704674345e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153626Z-cross-action-pilot-v1__raw-small-bal--3ebedc6c739e--_limit_k-10000__payload_repeat-8__payload_width-256,3971.477,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999853958615397,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,1.4604138460324138e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153705Z-cross-action-pilot-v1__raw-small-bal--4051c27776da--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,1875.665,100.0,6.0,281.26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9973646679977501,2.0,2.0,17173.0,0.003435625691492459,0.5017178128457462,0.9931522748375116,1.0,0.0,2.0,652288.0,0.004709576138147566,0.5023547880690737,0.990625,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,17173.0,171.73,171.73,0.0026353320022498602,2.2547603796657545,17173.0,652288.0,38721.0,1470753.1385314157,2.2547603796657545,171.73,100.0,0.0058230943923601,171.73,2.0,1.0,1.0,1.0,8.0,2.8131868131868134,0.013043731438886624,2.24,0.005784974561607397,360.0879120879121,2.6692103677859462,7.805241742177117,5.697437565545151,7.6751979141198765,,,2.6692103677859462,-2.4583136679434667,224.0,1.0,0.0,36.0,1.0,5.41610040220442,32.0,,0,32.0,17173.0,0.2514392941527023,0.05019507366214406,38721.0,0.24802125275523715,0.049972882931742464,1.0034356256914925,1.0047095761381475,1.5991322538157589,1.60624235718861,1.5971935617003714,0.0,1.0,0.0,96.0,4.0,4.0,0.0,32.0,32.0,64.0,32.0,0.0,0.0,0.0,0.0,32.0,64.0,1.0,1.0,0.0,0.003435625691492459,0.5017178128457462,0.0012138116267658376,0.500606905813383,0.2535496811862143,0.2514199508913054,0.10004642525533891,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
20260802T153737Z-cross-action-pilot-v1__raw-small-bal--f415008c8fdf--fdw_multiregion_raw_region_rollup__lookback_days-30,3834.815,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999890477115585,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,1.0952288441532728e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153815Z-cross-action-pilot-v1__raw-small-bal--2decf18be6ad--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,3578.498,100.0,6.0,281.39,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9646966408811741,2.0,2.0,38721.0,0.0012138116267658376,0.500606905813383,0.9975753198514239,1.0,0.0,2.0,928768.0,0.0011025358324145535,0.5005512679162073,0.9977973568281938,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,38721.0,387.21,387.21,0.03530335911882585,1.0000000000000002,38721.0,928768.0,38721.0,928768.0000000001,1.0,387.21,100.0,0.0025825779292890164,387.21,2.0,1.0,1.0,1.0,8.0,66.04630650496141,0.19338343534516153,74.88,0.19338343534516153,8453.92723263506,2.6692103677859462,8.618253043893798,6.764237434920764,8.485960488985139,7.805241742177117,,2.6692103677859462,-1.6431081138767358,7488.0,1.0,0.0,37.0,228.0,14.350536185203808,32.0,,0,32.0,38721.0,0.24802125275523715,0.049972882931742464,38721.0,0.24802125275523715,0.049972882931742464,1.001213811626766,1.0011025358324146,1.5991322538157589,1.5991322538157589,1.5971935617003714,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0012138116267658376,0.500606905813383,0.0012138116267658376,0.500606905813383,0.2503768341925014,0.24801257036605606,0.09982459760627321,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153853Z-cross-action-pilot-v1__raw-small-bal--f415008c8fdf--fdw_multiregion_raw_region_rollup__lookback_days-30,3853.53,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999789803115584,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,2.1019688441540862e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T153926Z-cross-action-pilot-v1__raw-small-bal--4051c27776da--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,1841.769,100.0,6.0,281.26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.997378607197754,2.0,2.0,17173.0,0.003435625691492459,0.5017178128457462,0.9931522748375116,1.0,0.0,2.0,652288.0,0.004709576138147566,0.5023547880690737,0.990625,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,17173.0,171.73,171.73,0.0026213928022460874,2.2547603796657545,17173.0,652288.0,38721.0,1470753.1385314157,2.2547603796657545,171.73,100.0,0.0058230943923601,171.73,2.0,1.0,1.0,1.0,8.0,2.8131868131868134,0.013043731438886624,2.24,0.005784974561607397,360.0879120879121,2.6692103677859462,7.805241742177117,5.697437565545151,7.6751979141198765,,,2.6692103677859462,-2.4583136679434667,224.0,1.0,0.0,36.0,1.0,5.41610040220442,32.0,,0,32.0,17173.0,0.2514392941527023,0.05019507366214406,38721.0,0.24802125275523715,0.049972882931742464,1.0034356256914925,1.0047095761381475,1.5991322538157589,1.60624235718861,1.5971935617003714,0.0,1.0,0.0,96.0,4.0,4.0,0.0,32.0,32.0,64.0,32.0,0.0,0.0,0.0,0.0,32.0,64.0,1.0,1.0,0.0,0.003435625691492459,0.5017178128457462,0.0012138116267658376,0.500606905813383,0.2535496811862143,0.2514199508913054,0.10004642525533891,0.2503768341925014,0.24801257036605606,0.09982459760627321,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
20260802T154000Z-cross-action-pilot-v1__raw-small-bal--f415008c8fdf--fdw_multiregion_raw_region_rollup__lookback_days-30,3858.49,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999893740815707,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,1.0625918429273459e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T154034Z-cross-action-pilot-v1__raw-small-bal--cd84fc6fab4e--ent_filter_summary__lookback_days-30__min_value-950,383.627,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999478660261139,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,5.213397388619324e-05,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
