corpus_id,corpus_cell_id,logical_question_id,execution_strategy,template_id,dataset_profile_id,runtime_config_id,topology_id,intervention_role,intervention_axis,expected_regime_targets,execution_class
clean-run-eu-us-gac-v1,single_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default,event_full_scan_summary,single_region_citus,q09_event_full_scan_summary,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,gac_fdw_daily_rollup,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,daily_tenant_rollup,fdw_raw,gac_fdw_daily_rollup,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,etl_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,etl_materialized,gac_etl_local_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,daily_tenant_rollup,etl_materialized,gac_etl_local_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,gac_fdw_multiregion_daily_tenant_rollup,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,daily_tenant_rollup,multiregion_union,gac_fdw_multiregion_daily_tenant_rollup,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-balanced-v1,default,eu_us_gac,baseline,,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,etl_materialized,gac_etl_top_tenants,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default,top_tenants,etl_materialized,gac_etl_top_tenants,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-balanced-v1,default,eu_us_gac,baseline,,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,mr_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,gac_fdw_tenant_point_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,fdw_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_point_rollup,fdw_raw,gac_fdw_tenant_point_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,gac_etl_tenant_point_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_point_rollup,etl_materialized,gac_etl_tenant_point_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,gac_fdw_multiregion_tenant_point_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_point_rollup,multiregion_union,gac_fdw_multiregion_tenant_point_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_left_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_left_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_left_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,etl_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,etl_materialized,gac_etl_tenant_tier_daily_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_tier_daily_join,etl_materialized,gac_etl_tenant_tier_daily_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,gac_fdw_multiregion_tenant_tier_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_tier_daily_join,multiregion_union,gac_fdw_multiregion_tenant_tier_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,gac_fdw_multiregion_tenant_tier_left_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_tenant_tier_left_default__dataset-pilot-skew-heavy-v1__runtime-default,tenant_tier_daily_join,multiregion_union,gac_fdw_multiregion_tenant_tier_left_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,gac_fdw_global_user_join,pilot-balanced-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,global_user_topk,fdw_raw,gac_fdw_global_user_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,etl_materialized,gac_etl_global_user_topk,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,global_user_topk,etl_materialized,gac_etl_global_user_topk,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,multiregion_union,gac_fdw_multiregion_global_user_join,pilot-balanced-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,mr_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,global_user_topk,multiregion_union,gac_fdw_multiregion_global_user_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,gac_fdw_user_segment_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default,user_segment_topk,fdw_raw,gac_fdw_user_segment_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,etl_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,etl_materialized,gac_etl_user_segment_topk,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default,user_segment_topk,etl_materialized,gac_etl_user_segment_topk,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,gac_fdw_multiregion_user_segment_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default,user_segment_topk,multiregion_union,gac_fdw_multiregion_user_segment_join,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,fdw_raw,gac_fdw_user_value_topk,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_user_value_default__dataset-pilot-skew-heavy-v1__runtime-default,user_value_topk,fdw_raw,gac_fdw_user_value_topk,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,gac_fdw_multiregion_user_value_topk,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,mr_user_value_default__dataset-pilot-skew-heavy-v1__runtime-default,user_value_topk,multiregion_union,gac_fdw_multiregion_user_value_topk,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,fdw_raw,gac_fdw_multi_dimension_rollup,pilot-balanced-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default,multi_dimension_rollup,fdw_raw,gac_fdw_multi_dimension_rollup,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,etl_materialized,gac_etl_multi_dimension_rollup,pilot-balanced-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,etl_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default,multi_dimension_rollup,etl_materialized,gac_etl_multi_dimension_rollup,pilot-skew-heavy-v1,default,eu_us_gac,negative_control,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,gac_fdw_multiregion_multi_dimension_rollup,pilot-balanced-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,mr_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default,multi_dimension_rollup,multiregion_union,gac_fdw_multiregion_multi_dimension_rollup,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,gac_fdw_event_filter_summary,pilot-balanced-v1,default,eu_us_gac,baseline,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,fdw_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default,event_filter_summary,fdw_raw,gac_fdw_event_filter_summary,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,gac_fdw_multiregion_event_filter_summary,pilot-balanced-v1,default,eu_us_gac,baseline,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,mr_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default,event_filter_summary,multiregion_union,gac_fdw_multiregion_event_filter_summary,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,well_reduced_localized,pilot
clean-run-eu-us-gac-v1,fdw_event_full_scan_default__dataset-pilot-balanced-v1__runtime-default,event_full_scan_summary,fdw_raw,gac_fdw_event_full_scan_summary,pilot-balanced-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,fdw_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default,event_full_scan_summary,fdw_raw,gac_fdw_event_full_scan_summary,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_event_full_scan_default__dataset-pilot-balanced-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_event_full_scan_summary,pilot-balanced-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default,event_full_scan_summary,multiregion_union,gac_fdw_multiregion_event_full_scan_summary,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,fdw_raw,gac_fdw_event_raw_wide_sample,pilot-balanced-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,fdw_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default,event_raw_wide_sample,fdw_raw,gac_fdw_event_raw_wide_sample,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-balanced-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-skew-heavy-v1,default,eu_us_gac,baseline,,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,daily_kpi_multiregion_optional,daily_kpi,multiregion_union,gac_fdw_multiregion_daily_kpi,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,long_budget
clean-run-eu-us-gac-v1,region_daily_join_multiregion_optional,region_daily_join,multiregion_union,gac_fdw_multiregion_region_daily_join,pilot-balanced-v1,default,eu_us_gac,baseline,,gac_finalization_heavy,long_budget
clean-run-eu-us-gac-v1,fdw_top_tenants_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_small,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-skew-heavy-v1,fetch_small,eu_us_gac,positive_case,fetch_size,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_top_tenants_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_large,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-skew-heavy-v1,fetch_large,eu_us_gac,positive_case,fetch_size,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,mr_top_tenants_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_small,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-skew-heavy-v1,fetch_small,eu_us_gac,positive_case,fetch_size,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,mr_top_tenants_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_large,top_tenants,multiregion_union,gac_fdw_multiregion_top_tenants,pilot-skew-heavy-v1,fetch_large,eu_us_gac,positive_case,fetch_size,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_raw_wide_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_small,event_raw_wide_sample,fdw_raw,gac_fdw_event_raw_wide_sample,pilot-skew-heavy-v1,fetch_small,eu_us_gac,positive_case,fetch_size,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,fdw_raw_wide_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_large,event_raw_wide_sample,fdw_raw,gac_fdw_event_raw_wide_sample,pilot-skew-heavy-v1,fetch_large,eu_us_gac,positive_case,fetch_size,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_raw_wide_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_small,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-skew-heavy-v1,fetch_small,eu_us_gac,positive_case,fetch_size,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,mr_raw_wide_fetch_sensitivity__dataset-pilot-skew-heavy-v1__runtime-fetch_large,event_raw_wide_sample,multiregion_union,gac_fdw_multiregion_event_raw_wide_sample,pilot-skew-heavy-v1,fetch_large,eu_us_gac,positive_case,fetch_size,remote_fetch_heavy,pilot
clean-run-eu-us-gac-v1,fdw_top_tenants_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-balanced-v1,work_mem_low,eu_us_gac,positive_case,work_mem,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_top_tenants_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_high,top_tenants,fdw_raw,gac_fdw_top_tenants,pilot-balanced-v1,work_mem_high,eu_us_gac,positive_case,work_mem,"remote_fetch_heavy,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_join,pilot-balanced-v1,work_mem_low,eu_us_gac,positive_case,work_mem,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_tenant_tier_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_high,tenant_tier_daily_join,fdw_raw,gac_fdw_tenant_tier_join,pilot-balanced-v1,work_mem_high,eu_us_gac,positive_case,work_mem,gac_finalization_heavy,pilot
clean-run-eu-us-gac-v1,fdw_multi_dimension_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low,multi_dimension_rollup,fdw_raw,gac_fdw_multi_dimension_rollup,pilot-balanced-v1,work_mem_low,eu_us_gac,positive_case,work_mem,"join_movement,gac_finalization_heavy",pilot
clean-run-eu-us-gac-v1,fdw_multi_dimension_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_high,multi_dimension_rollup,fdw_raw,gac_fdw_multi_dimension_rollup,pilot-balanced-v1,work_mem_high,eu_us_gac,positive_case,work_mem,"join_movement,gac_finalization_heavy",pilot
