episode_id,round_id,episode_order,query_id,query_shape,logical_query_hash,normalized_sql_hash,profile,dataset_pair,dataset_pair_id,dataset_profile_id,topology_id,region_count,baseline_query_run_id,baseline_elapsed_seconds,applicable_actions_json,before__elapsed_seconds,before__result_row_count,before__result_output_byte_count,before__shared_blks_hit_sum,before__shared_blks_read_sum,before__temp_blks_written_sum,before__estimated_result_bytes,before__estimated_remote_output_bytes,before__estimated_fanin_bytes,before__coordinator_main_plan_total_time_ms,before__coordinator_foreign_scan_time_ms_sum,before__coordinator_non_foreign_time_share_proxy,before__coordinator_fanin_rows,before__coordinator_fanin_bytes_estimated,before__coordinator_final_rows,before__coordinator_final_bytes_estimated,before__coordinator_blocking_input_rows_sum,before__coordinator_temp_written_blocks,before__coordinator_hash_batches_max,before__coordinator_sort_input_rows_sum,before__coordinator_sort_time_ms_max,before__coordinator_aggregate_input_rows_sum,before__coordinator_aggregate_time_ms_max,before__coordinator_join_input_rows_sum,before__coordinator_join_time_ms_max,before__task_count,before__task_time_mean_ms,before__task_time_cv,before__task_rows_mean,before__task_rows_cv,before__remote_region_actual_rows_sum,before__remote_region_actual_rows_cv,before__remote_region_actual_rows_max_share,before__remote_region_actual_time_sum,before__remote_region_actual_time_cv,before__remote_region_actual_time_max_share,before__remote_region_tuple_bytes_sum,before__remote_region_tuple_bytes_cv,before__remote_region_tuple_bytes_max_share,before__regional_temp_written_blocks_sum,before__regional_spill_present,before__remote_citus_map_merge_job_count_sum,before__remote_citus_dependent_map_task_count_sum,before__remote_citus_repartition_fanout_ratio_max,before__citus_repartition_observed_v2,before__worker_task_actual_rows_sum,before__worker_task_actual_rows_cv,before__worker_task_actual_rows_max_share,before__worker_task_scan_actual_rows_sum,before__worker_task_scan_actual_rows_cv,before__worker_task_scan_actual_rows_max_share,before__worker_task_actual_time_sum,before__worker_task_actual_time_cv,before__worker_task_actual_time_max_share,before__worker_task_seq_scan_share,before__worker_task_index_scan_share,before__worker_task_join_node_count,before__worker_task_aggregate_node_count,before__worker_task_sort_node_count,before__worker_task_spill_count,before__worker_task_temp_written_sum,before__worker_task_within_region_worker_scan_rows_cv_max,before__worker_task_within_region_worker_scan_rows_max_share_max,before__regional_coordinator_tx_bytes_sum,before__analytics_rx_bytes_sum,before__worker_tx_bytes_sum,before__os_cpu_busy_pct_mean,before__os_cpu_busy_pct_max,before__os_mem_used_peak_bytes_max,before__os_disk_read_bytes_sum,before__os_disk_written_bytes_sum,before__os_net_rx_bytes_sum,before__os_net_tx_bytes_sum,before__os_tcp_retrans_segs_sum,before__os_tcp_timeouts_sum,before__edge_count,before__edge_remote_rows_sum,before__edge_remote_rows_max_share,before__edge_remote_bytes_sum,before__edge_remote_bytes_max_share,before__edge_foreign_scan_time_ms_sum,before__edge_regional_plan_time_ms_sum,before__edge_boundary_wait_ms_sum,before__edge_estimated_fetch_cycles_sum,before__edge_rtt_context_median_ms_mean,before__edge_rtt_context_median_ms_max,before__edge_source_tx_bytes_sum,before__edge_source_tx_bps_mean,before__edge_source_tx_bps_min,before__edge_qdisc_drops_sum,before__edge_qdisc_overlimits_sum,before__edge_tcp_retrans_sum,before__edge_available_share
phase_a::q13_tenant_user_count,phase_a,13,q13_tenant_user_count,tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,8abd4dad5be8a8b072675fe97f3c25d8b29f0a4ad601501d7ca205a8f9a80277,transport,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n3-v1,eu_us_apac_gac,3,20260806T032237Z-n3-topology-memory-v1-phase_a_baseli--7f28ffc99239--26-06-30-00-00-00-00__limit_k-50__include_apac-True,11.10663,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",11.10663,50,900,9.0,0.0,3278.0,4000.0,3874920.0,6974856.0,9904.883,9727.303,0.0179285308064719,96873.0,6974856.0,50.0,4000.0,186268.0,3278.0,341.0,89395.0,9904.877,96873.0,9892.434,,,192,,,,,96873.0,0.0065397322290818,0.3362650067614299,521.427,0.0909527691342576,0.3720808473669372,3874816.0,0.006287197279794,0.3361522198731501,640.0,True,,,,False,96873.0,0.2690640783884132,0.008867279840616,193746.0,0.2690640783884132,0.008867279840616,,,,0.0,0.0,0,0.0,0.0,0,,0.0358372893977473,0.5179186446988737,7739933,7363912,7331852,3.7428,6.915,736911360,0,33398784,15264299,15266551,47,9,3,96873.0,0.3362650067614299,6974856.0,0.3362650067614299,9727.303,521.427,9205.876,196,30.516666666666666,30.6,7739565,1858245.0302206883,1800715.4285323273,0.0,0.0,39,1.0
phase_a::q14_tenant_day_sum,phase_a,14,q14_tenant_day_sum,tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,memory,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n3-v1,eu_us_apac_gac,3,20260806T031924Z-n3-topology-memory-v1-phase_a_baseli--0ca87a850b96--6-06-24-00-00-00-00__limit_k-100__include_apac-True,9.932596,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.932596,100,5048,12.0,0.0,17874.0,8000.0,27113120.0,48803616.0,9603.846,8463.776,0.1187097335796513,677828.0,48803616.0,100.0,8000.0,698829.0,17874.0,85.0,21001.0,9603.83,677828.0,9598.594,,,192,,,,,677828.0,0.0010198307623881,0.3336775701210336,1521.089,0.1484886688927219,0.397508627042862,27113472.0,0.0010006527154235,0.3336732381599818,4469.0,True,,,,False,677828.0,0.268834249713406,0.0091335855113686,1234789.0,0.4115246791280105,0.0100276241527904,,,,0.1394658753709199,0.0,0,0.0,0.0,0,,0.0435605458577747,0.5217802729288874,51912356,51219750,48479564,8.980599999999999,27.938,751906816,499712,165306368,100758688,100760478,112,9,3,677828.0,0.33367757012103366,48803616.0,0.33367757012103366,8463.776000000002,1521.089,6942.687000000001,341,5.45,5.475,51912058,13937157.482964844,13402103.5386922,0.0,0.0,71,1.0
phase_a::q15_tenant_day_count,phase_a,15,q15_tenant_day_count,tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,balanced,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n3-v1,eu_us_apac_gac,3,20260806T031500Z-n3-topology-memory-v1-phase_a_baseli--61e5f43c5a46--6-06-17-00-00-00-00__limit_k-250__include_apac-True,44.516289,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",44.516289,250,9533,12.0,0.0,23172.0,20000.0,54225880.0,97606584.0,43828.468,42104.543,0.0393334533162327,1355647.0,97606584.0,250.0,20000.0,1397648.0,23172.0,21.0,42001.0,43828.451,1355647.0,43820.142,,,192,,,,,1355647.0,0.0012982802005716,0.3339453412282105,3042.317,0.1829700832705211,0.4164566019911797,53477376.0,0.0,0.3333333333333333,8938.0,True,,,,False,1355647.0,0.2665031361658408,0.0090783220115561,1355647.0,0.2665031361658408,0.0090783220115561,,,,1.0,0.0,0,0.0,0.0,0,,0.0299749067840039,0.514987453392002,103737830,102533488,96465118,4.575200000000001,12.637,761909248,794624,411877376,201785456,201782818,90,0,3,1355647.0,0.33394534122821057,97606584.0,0.33394534122821057,42104.543,3042.3169999999996,39062.226,1357,15.450000000000001,15.5,103737290,6214192.142865577,5972353.894997851,0.0,0.0,59,1.0
phase_b::q01_event_value_desc,phase_b,1,q01_event_value_desc,event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,100f4f577adf6d1cef3def298aa4664775d6462bce54835dc9652427a2804fa5,transport,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T061208Z-n3-topology-memory-v1-phase_b_baseli--948edd0e9d3c--26-06-30-00-00-00-00__limit_k-25__include_apac-True,1.616217,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.616217,25,1301,9.0,0.0,9.0,2000.0,55560.0,100008.0,427.801,426.816,0.0023024724112378,1389.0,100008.0,25.0,2000.0,1389.0,9.0,,1389.0,427.795,,,,,48,,,,,1389.0,0.3848615742095247,0.5147588192944564,124.623,0.2146053594585247,0.4337481845245259,55296.0,0.3928371006591931,0.5185185185185185,0.0,False,,,,False,1389.0,0.5089819685597006,0.0518358531317494,1389.0,0.5089819685597006,0.0518358531317494,,,,1.0,0.0,0,0.0,0.0,0,,0.1691394658753709,0.5845697329376854,206225,119937,237409,4.1055,7.345,724262912,0,3055616,454844,457530,7,6,3,1389.0,0.5147588192944564,100008.0,0.5147588192944564,426.81600000000003,124.623,302.193,4,30.516666666666666,30.55,206037,339949.4003589864,286580.329250342,0.0,0.0,3,1.0
phase_b::q02_event_value_asc,phase_b,2,q02_event_value_asc,event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,6f893c3519ff8984a1b3bddc62385b7f3c5bf64be94e1cea1035c6ec176d3fb2,memory,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T060913Z-n3-topology-memory-v1-phase_b_baseli--f6278529930f--6-06-29-00-00-00-00__limit_k-100__include_apac-True,0.550762,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",0.550762,100,5151,9.0,0.0,19.0,8000.0,107400.0,193320.0,258.458,256.163,0.008879585851473,2685.0,193320.0,100.0,8000.0,2685.0,19.0,,2685.0,258.449,,,,,48,,,,,2685.0,0.3784626553059796,0.511731843575419,181.962,0.1547079313350615,0.3923126806695903,107520.0,0.3840351457839229,0.5142857142857142,10.0,True,,,,False,2685.0,0.4946903452735826,0.0491620111731843,2685.0,0.4946903452735826,0.0491620111731843,,,,1.0,0.0,0,0.0,0.0,0,,0.1606060606060606,0.5803030303030303,308406,215679,347189,11.0379,34.615,727277568,3620864,114688,668325,667907,9,3,3,2685.0,0.511731843575419,193320.0,0.511731843575419,256.163,181.962,74.20100000000002,3,5.463333333333334,5.525,308312,1492777.8847003486,1227390.4154607616,0.0,0.0,7,1.0
phase_b::q03_event_recent,phase_b,3,q03_event_recent,event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,f164edf7253e2cd39218cea629152274187d37d0aed659b9587d959187db77e3,balanced,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T060617Z-n3-topology-memory-v1-phase_b_baseli--df6196734e95--6-06-24-00-00-00-00__limit_k-250__include_apac-True,1.22336,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.22336,250,14099,9.0,0.0,64.0,20000.0,367040.0,660672.0,572.49,561.137,0.0198309140771018,9176.0,660672.0,250.0,20000.0,9176.0,64.0,,9176.0,572.458,,,,,48,,,,,9176.0,0.385273910004042,0.514821272885789,155.074,0.0975002824095099,0.3622722055276835,367616.0,0.3862938345038376,0.5153203342618384,63.0,True,,,,False,9176.0,0.5044260696739351,0.0520924149956408,9176.0,0.5044260696739351,0.0520924149956408,,,,1.0,0.0,0,0.0,0.0,0,,0.1442349846558527,0.5721174923279263,785686,692638,792656,6.1619,13.281,731860992,0,3997696,1599308,1599596,6,0,3,9176.0,0.514821272885789,660672.0,0.514821272885789,561.137,155.074,406.06300000000005,11,15.449999999999998,15.45,785686,1712629.6974452871,1309514.7789693957,0.0,0.0,6,1.0
phase_b::q04_event_oldest,phase_b,4,q04_event_oldest,event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,02de0c7ab994811478c6ca5d8922daa72e26d887e9726dbb08013b2602fa0704,transport,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T061302Z-n3-topology-memory-v1-phase_b_baseli--2252d01eed99--6-06-17-00-00-00-00__limit_k-500__include_apac-True,3.262045,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",3.262045,500,28392,9.0,0.0,128.0,40000.0,725560.0,1306008.0,2075.118,2054.843,0.0097705287121021,18139.0,1306008.0,500.0,40000.0,18139.0,128.0,,18139.0,2075.059,,,,,48,,,,,18139.0,0.3702320858761382,0.5078560008820773,197.197,0.123462107965807,0.3776223776223776,724992.0,0.3715467899749214,0.5084745762711864,121.0,True,,,,False,18139.0,0.4824362791108776,0.0506643144605546,18139.0,0.4824362791108776,0.0506643144605546,,,,1.0,0.0,0,0.0,0.0,0,,0.1366168932471584,0.5683084466235793,1470808,1359079,1454798,4.1518,8.286,723582976,0,2818048,2968795,2968323,8,0,3,18139.0,0.5078560008820773,1306008.0,0.5078560008820773,2054.843,197.19699999999997,1857.646,37,30.5,30.5,1470808,1202360.6868288654,930204.2123882412,0.0,0.0,8,1.0
phase_b::q05_event_deviation,phase_b,5,q05_event_deviation,event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,93e774cc2cd80d5228fe2508ec6d8e14c7e7e1aa8f49e5470fd696d65c5b346d,memory,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T054436Z-n3-topology-memory-v1-phase_b_baseli--782bccd60448--26-06-30-00-00-00-00__limit_k-50__include_apac-True,2.248756,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",2.248756,50,2989,9.0,0.0,910.0,4000.0,5144200.0,9259560.0,1955.797,1872.438,0.0426214990615078,128605.0,9259560.0,50.0,4000.0,128605.0,910.0,,128605.0,1955.791,,,,,192,,,,,128605.0,0.351796812809479,0.4991718828972435,552.292,0.2375591614673279,0.4447828322698862,5144576.0,0.3518647790648545,0.4992038216560509,850.0,True,,,,False,128605.0,0.4160183736425696,0.0109171494109871,257210.0,0.4160183736425696,0.0109171494109871,,,,0.0,0.0,0,0.0,0.0,0,,0.0494423328556296,0.5247211664278149,10076301,9714976,9571097,10.769,20.635,741175296,0,7135232,19723214,19724472,47,0,3,128605.0,0.4991718828972435,9259560.0,0.4991718828972435,1872.438,552.2919999999999,1320.1460000000002,67,5.463333333333334,5.475,10076053,11948594.986146413,9248886.050776515,0.0,0.0,40,1.0
phase_b::q06_tenant_sum,phase_b,6,q06_tenant_sum,tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,dfa23b6cdb474dcdb49c71118007c38cfc8a87a71128aa2e4357f1f4167188e0,balanced,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T053946Z-n3-topology-memory-v1-phase_b_baseli--c5e197e9816d--6-06-29-00-00-00-00__limit_k-100__include_apac-True,9.125837,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.125837,100,2871,9.0,0.0,1825.0,8000.0,10310960.0,18559728.0,8459.37,8293.314,0.0196298305902213,257774.0,18559728.0,100.0,8000.0,261774.0,1825.0,1.0,4000.0,8459.353,257774.0,8458.663,,,192,,,,,257774.0,0.3539402644703692,0.5001823302582883,808.107,0.315232743401811,0.4798126980709238,10309632.0,0.353974872762603,0.5001986491855384,1700.0,True,,,,False,257774.0,0.4146656983934309,0.0105208438399528,515548.0,0.4146656983934309,0.0105208438399528,,,,0.0,0.0,0,0.0,0.0,0,,0.0426729954860626,0.5213364977430314,19933392,19472254,18770405,5.3995,9.838,742666240,57344,86138880,39001235,39001287,71,0,3,257774.0,0.5001823302582883,18559728.0,0.5001823302582883,8293.314,808.1070000000001,7485.207,259,15.483333333333334,15.5,19933212,5824696.627827124,4481407.239686617,0.0,0.0,44,1.0
phase_b::q07_tenant_count,phase_b,7,q07_tenant_count,tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,9bcd10890840ff166e6d6d8c5109439f5f76bb24c8ebfbf38a55a1f2d9a0af63,transport,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T054725Z-n3-topology-memory-v1-phase_b_baseli--b5e4d24a55bf--6-06-24-00-00-00-00__limit_k-250__include_apac-True,87.557002,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",87.557002,250,4141,9.0,0.0,11838.0,20000.0,36057720.0,64903896.0,86338.108,85560.208,0.0090099264162702,901443.0,64903896.0,250.0,20000.0,905443.0,11838.0,5.0,4000.0,86338.091,901443.0,86337.033,,,192,,,,,901443.0,0.3548229699901384,0.500598484873697,1942.253,0.2663917666201421,0.4562603327166954,35832832.0,0.3481884093441759,0.4974709227559797,5943.0,True,,,,False,901443.0,0.4159440478551399,0.0103278854015173,1745678.0,0.4742649694225087,0.0106663428192369,,,,0.0696378830083565,0.0,0,0.0,0.0,0,,0.0404976277586585,0.5202488138793293,69311911,68258327,64692938,2.7046,5.658,751185920,0,283164672,135744184,135741544,110,18,3,901443.0,0.500598484873697,64903896.0,0.500598484873697,85560.208,1942.253,83617.95499999999,1805,30.516666666666666,30.55,69309953,2110928.1623568307,1618294.6053817605,0.0,0.0,64,1.0
phase_b::q08_tenant_avg,phase_b,8,q08_tenant_avg,tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,022ab7557b1080c8bb59486dde9f399810195cc03db6ec1586ad77861980547a,memory,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T054258Z-n3-topology-memory-v1-phase_b_baseli--e86561193edf--6-06-17-00-00-00-00__limit_k-500__include_apac-True,23.644121,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",23.644121,500,15279,9.0,0.0,31309.0,40000.0,72197320.0,129955176.0,23312.589,21700.065,0.0691696662262607,1804933.0,129955176.0,500.0,40000.0,1808933.0,31309.0,21.0,4000.0,23312.559,1804933.0,23311.664,,,192,,,,,1804933.0,0.353541160042064,0.4999941826095483,4113.944,0.4001230388444977,0.521711282409289,71303168.0,0.3535533905932737,0.5,11899.0,True,,,,False,1804933.0,0.4150128449341343,0.0103189425867885,1804933.0,0.4150128449341343,0.0103189425867885,,,,1.0,0.0,0,0.0,0.0,0,,0.0416773781768861,0.5208386890884431,137553864,136079717,128057585,7.1713,19.022,762384384,524288,543416320,266496139,266495601,105,10,3,1804933.0,0.49999418260954837,129955176.0,0.49999418260954837,21700.065000000002,4113.9439999999995,17586.121000000003,904,5.4750000000000005,5.5,137553222,15513733.498487847,11890596.567324284,0.0,0.0,62,1.0
phase_b::q09_tenant_max,phase_b,9,q09_tenant_max,tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,0a1845d5eee8a966fc7841a83bbfa0c28f21ecba6942182b9a8b2e287f92f63b,balanced,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T055553Z-n3-topology-memory-v1-phase_b_baseli--94cf776972ff--26-06-30-00-00-00-00__limit_k-50__include_apac-True,1.629645,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.629645,50,996,9.0,0.0,136.0,4000.0,774000.0,1393200.0,980.188,964.492,0.0160132546001379,19350.0,1393200.0,50.0,4000.0,22346.0,136.0,1.0,2996.0,980.182,19350.0,979.569,,,96,,,,,19350.0,0.0151732181453139,0.3402583979328165,266.813,0.1140680810262294,0.3683366252768793,774144.0,0.0148478467729124,0.3399470899470899,129.0,True,,,,False,19350.0,0.1943989868486334,0.0165374677002583,38700.0,0.1943989868486334,0.0165374677002583,,,,0.0,0.0,0,0.0,0.0,0,,0.0525495088102292,0.5262747544051146,1639977,1471679,1628220,7.0882000000000005,15.5,730767360,0,6455296,3299245,3300617,12,0,3,19350.0,0.34025839793281654,1393200.0,0.34025839793281654,964.492,266.813,697.6790000000001,21,15.450000000000001,15.5,1639867,2683393.4179938985,2577214.0558219734,0.0,0.0,12,1.0
phase_b::q10_tenant_min,phase_b,10,q10_tenant_min,tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,1ffceae8ec4dc807efe850ad847328743196a4fc73e3da8ce9c3268b0eb210fe,transport,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T060140Z-n3-topology-memory-v1-phase_b_baseli--4c25f3c18094--6-06-29-00-00-00-00__limit_k-100__include_apac-True,5.355748,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",5.355748,100,1776,9.0,0.0,581.0,8000.0,1543680.0,2778624.0,4160.091,4107.574,0.012624002696095,38592.0,2778624.0,100.0,8000.0,41592.0,581.0,5.0,3000.0,4160.082,38592.0,4159.28,,,96,,,,,38592.0,0.0115643497262552,0.3363391376451078,344.093,0.1670559363036894,0.3789702202602203,1543168.0,0.0117584904755602,0.3364299933642999,256.0,True,,,,False,38592.0,0.178515448174196,0.0158582089552238,77184.0,0.178515448174196,0.0158582089552238,,,,0.0,0.0,0,0.0,0.0,0,,0.0398209600246951,0.5199104800123476,3120391,2922612,3012100,4.2502,8.029,721354752,0,5947392,6213672,6214413,12,2,3,38592.0,0.3363391376451078,2778624.0,0.3363391376451078,4107.5740000000005,344.093,3763.4809999999998,78,30.433333333333334,30.5,3120101,1553521.4377773812,1509246.514212394,0.0,0.0,9,1.0
phase_b::q11_tenant_high_count,phase_b,11,q11_tenant_high_count,tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,5e5d10fdfa8932055d31658300e8657de100e5a9a6617c3c715332b89e01839c,memory,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T055841Z-n3-topology-memory-v1-phase_b_baseli--a417e452defc--6-06-24-00-00-00-00__limit_k-250__include_apac-True,2.200509,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",2.200509,250,4045,9.0,0.0,1232.0,20000.0,5435520.0,9783936.0,1908.622,1823.466,0.0446164824674556,135888.0,9783936.0,250.0,20000.0,36871.0,1232.0,5.0,3000.0,1908.605,33871.0,1907.815,,,96,,,,,135888.0,0.0029162266270471,0.3342458495231367,430.235,0.105040462845669,0.3826513417086011,5435392.0,0.0029668454687309,0.3342125094197438,897.0,True,,,,False,135888.0,0.1720931533039968,0.0157482632756387,247731.0,0.3077089214399415,0.0172768042756053,,,,0.1098265895953757,0.0,0,0.0,0.0,0,,0.0385447081964008,0.5192723540982004,10448664,10205847,9927586,9.4938,23.108,725090304,0,6684672,20461512,20462954,31,5,3,135888.0,0.3342458495231367,9783936.0,0.3342458495231367,1823.4660000000001,430.23499999999996,1393.231,69,5.438333333333333,5.455,10448390,12661785.674738588,12181418.026465695,0.0,0.0,22,1.0
phase_b::q12_tenant_user_sum,phase_b,12,q12_tenant_user_sum,tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,78f49b835f2ec263b24cbefa86d9c89533b4c254bff2e0e54dc23ae3e08a65f4,balanced,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T055441Z-n3-topology-memory-v1-phase_b_baseli--f6865ea881f7--6-06-17-00-00-00-00__limit_k-500__include_apac-True,9.915322,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.915322,500,13208,9.0,0.0,7037.0,40000.0,10854720.0,19538496.0,9233.102,8749.473,0.0523799043918285,271368.0,19538496.0,500.0,40000.0,450099.0,7037.0,73.0,178731.0,9233.033,271368.0,9199.104,,,96,,,,,271368.0,0.0014447114854794,0.3337276318504761,829.6510000000001,0.2094320107781492,0.4252667687979644,10854400.0,0.001485661863021,0.3337735849056604,1790.0,True,,,,False,271368.0,0.1706885077084662,0.0156687597653371,271368.0,0.1706885077084662,0.0156687597653371,,,,1.0,0.0,0,0.0,0.0,0,,0.0251019142148174,0.5125509571074087,20751725,20391780,19576610,5.5454,14.542,740667392,0,26263552,40651656,40651607,51,1,3,271368.0,0.3337276318504761,19538496.0,0.3337276318504761,8749.473,829.6510000000001,7919.822,273,15.466666666666667,15.5,20751725,5581052.570288018,5366061.132457423,0.0,0.0,34,1.0
phase_b::q13_tenant_user_count,phase_b,13,q13_tenant_user_count,tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,8abd4dad5be8a8b072675fe97f3c25d8b29f0a4ad601501d7ca205a8f9a80277,transport,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n3-v1,eu_us_apac_gac,3,20260806T062548Z-n3-topology-memory-v1-phase_b_baseli--db25496545dd--26-06-30-00-00-00-00__limit_k-50__include_apac-True,11.029236,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",11.029236,50,900,9.0,0.0,3278.0,4000.0,3874920.0,6974856.0,9831.537,9663.566,0.0170849176481766,96873.0,6974856.0,50.0,4000.0,186268.0,3278.0,341.0,89395.0,9831.53,96873.0,9818.758,,,192,,,,,96873.0,0.0065397322290818,0.3362650067614299,472.354,0.112906043789068,0.3696740156746846,3874816.0,0.006287197279794,0.3361522198731501,640.0,True,,,,False,96873.0,0.2690640783884132,0.008867279840616,193746.0,0.2690640783884132,0.008867279840616,,,,0.0,0.0,0,0.0,0.0,0,,0.0358372893977473,0.5179186446988737,7737581,7364398,7334742,3.715100000000001,6.649,738402304,57344,15368192,15265523,15264793,27,4,3,96873.0,0.3362650067614299,6974856.0,0.3362650067614299,9663.565999999999,472.354,9191.212,196,30.516666666666666,30.55,7737581,1870804.952703282,1813695.164379473,0.0,0.0,22,1.0
phase_b::q14_tenant_day_sum,phase_b,14,q14_tenant_day_sum,tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,memory,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n3-v1,eu_us_apac_gac,3,20260806T062219Z-n3-topology-memory-v1-phase_b_baseli--bfa17450d677--6-06-24-00-00-00-00__limit_k-100__include_apac-True,9.381153,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.381153,100,5048,12.0,0.0,17759.0,8000.0,27113120.0,48803616.0,9067.794,8265.095,0.0885219712754833,677828.0,48803616.0,100.0,8000.0,698829.0,17759.0,85.0,21001.0,9067.784,677828.0,9064.755,,,192,,,,,677828.0,0.0010198307623881,0.3336775701210336,1596.663,0.1623307708514162,0.4098303774810338,27113472.0,0.0010006527154235,0.3336732381599818,4469.0,True,,,,False,677828.0,0.268834249713406,0.0091335855113686,1234789.0,0.4115246791280105,0.0100276241527904,,,,0.1394658753709199,0.0,0,0.0,0.0,0,,0.0435605458577747,0.5217802729288874,51901724,51217216,48485943,8.017199999999999,21.616,749232128,385024,182812672,100742679,100743131,109,0,3,677828.0,0.33367757012103366,48803616.0,0.33367757012103366,8265.095,1596.663,6668.432,341,5.4750000000000005,5.515,51901544,14753422.882382726,14200951.205038443,0.0,0.0,50,1.0
