holdout,fold,held_out_group,feature_view,model,train_pair_count,test_pair_count,mae,rmse,r2,spearman,kendall,ndcg_at_5,top3_recall,top5_recall
leave_size_class_out,2,medium,core,ridge,50,25,0.3076161325244854,0.3868793474485436,0.922737507008628,0.9269230769230768,0.7733333333333332,0.9842405384945153,0.6666666666666666,0.8
leave_size_class_out,2,medium,core,elastic_net,50,25,0.31147775275730366,0.3909552886161163,0.9211009437062692,0.9161538461538462,0.7466666666666665,0.9842405384945153,0.6666666666666666,0.8
leave_size_class_out,2,medium,core,shallow_gradient_boosting,50,25,0.408906510581115,0.5553867894419794,0.8407759323517091,0.9300063369909336,0.800190758697731,0.710969047429707,0.3333333333333333,0.6
leave_size_class_out,2,medium,extended,median_baseline,50,25,1.105295288358429,1.4511566166631245,-0.08704168065205842,,,0.4563587226845626,0.0,0.2
leave_size_class_out,2,medium,extended,ridge,50,25,0.4722606710785564,0.5147548111371677,0.8632213059706972,0.9353846153846154,0.7866666666666665,0.9848238825664034,0.6666666666666666,0.8
leave_size_class_out,2,medium,extended,elastic_net,50,25,0.3623347411868676,0.40996191143974764,0.913242976703548,0.9507692307692308,0.8199999999999998,0.9893666545031068,1.0,0.8
leave_size_class_out,2,medium,extended,shallow_gradient_boosting,50,25,0.4203374235820123,0.5816100705715224,0.8253850357655123,0.8877357097709188,0.7076303701373625,0.7216338977201029,0.3333333333333333,0.4
leave_size_class_out,3,small,core,median_baseline,50,25,0.557240657066187,0.7287322001483175,-0.9755363289303807,,,0.6472788788713495,0.3333333333333333,0.4
leave_size_class_out,3,small,core,ridge,50,25,0.6860009080981965,0.7424982888049184,-1.0508788900778443,0.9338461538461538,0.7733333333333332,0.9842426144721909,0.6666666666666666,0.6
leave_size_class_out,3,small,core,elastic_net,50,25,0.6988809883378696,0.7540261659368972,-1.115056310622358,0.9384615384615383,0.7866666666666665,0.9803601119386851,0.6666666666666666,0.6
leave_size_class_out,3,small,core,shallow_gradient_boosting,50,25,0.6505571081689402,0.732955643110184,-0.9985015361774694,0.5034931064583417,0.3042998935209317,0.8005634719356238,0.3333333333333333,0.2
leave_size_class_out,3,small,extended,median_baseline,50,25,0.557240657066187,0.7287322001483175,-0.9755363289303807,,,0.6472788788713495,0.3333333333333333,0.4
leave_size_class_out,3,small,extended,ridge,50,25,0.4854922259841611,0.5439821610180475,-0.10082533632512258,0.9292307692307692,0.7666666666666665,0.9874349196318155,0.6666666666666666,0.6
leave_size_class_out,3,small,extended,elastic_net,50,25,0.40409374880417576,0.5011281362376236,0.0657853463417234,0.9415384615384615,0.7933333333333331,0.9905731465523914,0.6666666666666666,0.6
leave_size_class_out,3,small,extended,shallow_gradient_boosting,50,25,0.7096176306708482,0.7554528354940827,-1.1230675474543776,0.7689457836908966,0.6277804083295453,0.7819276160511265,0.6666666666666666,0.6
