condition_id,metric,observed_repetitions,mean,standard_deviation,coefficient_of_variation,median,mad,robust_relative_dispersion,minimum,maximum
cond-bf30004dc48a40699fc7,elapsed_seconds,5,2.7894846,0.41954822403485387,0.1504034917543025,2.591208,0.062119000000000035,0.03554235298748694,2.529089,3.517502
cond-bf30004dc48a40699fc7,main_root_actual_total_time_ms,5,2695.0502,401.78223656005497,0.14908154087818287,2497.168,51.73500000000013,0.030715719166672078,2445.433,3390.078
cond-c0092f66631f1ae01fc6,elapsed_seconds,3,226.4371513333333,0.047730829223197775,0.00021079062751913107,226.420933,0.02128999999999337,0.00013940651856597628,226.399643,226.490878
cond-c0092f66631f1ae01fc6,main_root_actual_total_time_ms,3,223950.65666666665,46.07808288473547,0.00020575105056878291,223932.082,15.316999999980908,0.0001014101418481506,223916.765,224003.123
cond-c2354b18983fde954627,elapsed_seconds,3,1.983016,0.12404316487013693,0.06255278064833412,1.99117,0.11161099999999968,0.08310413907401151,1.855097,2.102781
cond-c2354b18983fde954627,main_root_actual_total_time_ms,3,1901.7196666666666,124.83352728467356,0.06564244429542117,1909.469,113.029,0.08776094055467776,1773.192,2022.498
cond-c5b1cb80a15ad5f221e3,elapsed_seconds,3,0.5303663333333333,0.035152219280343226,0.06627913023704352,0.539291,0.020905000000000062,0.057471296572722506,0.491612,0.560196
cond-c5b1cb80a15ad5f221e3,main_root_actual_total_time_ms,3,455.0533333333333,37.431339146941205,0.08225703759326645,462.461,25.765999999999963,0.08260301214588893,414.472,488.227
cond-c640c975692de84cae06,elapsed_seconds,3,1.5737466666666666,0.06482827303988081,0.041193588785921165,1.544174,0.015195999999999987,0.014590058892326889,1.528978,1.648088
cond-c640c975692de84cae06,main_root_actual_total_time_ms,3,1493.1076666666668,63.623643445918304,0.04261155767015571,1462.705,12.316000000000031,0.012483516225076175,1450.389,1566.229
cond-c7752535b0651ad3a347,elapsed_seconds,5,0.2766674,0.02449678371337756,0.08854235704451467,0.269189,0.016520000000000035,0.09098645189810894,0.252669,0.305927
cond-c7752535b0651ad3a347,main_root_actual_total_time_ms,5,214.85700000000003,25.079665577913904,0.11672724452968207,200.991,8.926000000000016,0.06584218994880378,192.065,246.254
cond-cca388d51eb3c5986b3a,elapsed_seconds,3,1.0167966666666668,0.07776254430208246,0.07647796934367322,0.999724,0.050734999999999975,0.07524047737175456,0.948989,1.101677
cond-cca388d51eb3c5986b3a,main_root_actual_total_time_ms,3,934.4886666666666,75.45695412838586,0.08074678358330638,920.173,52.95799999999997,0.08532692308946248,867.215,1016.078
cond-d183514acf4239fd7160,elapsed_seconds,3,2.9250743333333333,0.08505940984002483,0.029079401118361835,2.893606,0.0333730000000001,0.017099359691678875,2.860233,3.021384
cond-d183514acf4239fd7160,main_root_actual_total_time_ms,3,2834.9283333333333,84.6402576870682,0.029856224826518788,2801.559,29.5,0.015611557707690609,2772.059,2931.167
cond-d440ac0b04f4bf5b7186,elapsed_seconds,3,3.078542666666667,0.04180663639104834,0.01358000876314475,3.083237,0.034567000000000014,0.016621827708995455,3.034587,3.117804
cond-d440ac0b04f4bf5b7186,main_root_actual_total_time_ms,3,2996.5256666666664,42.95298161168008,0.014334261204397075,2999.455,38.483999999999924,0.019022248508479004,2952.183,3037.939
cond-d58a1a7d57bc70acde3c,elapsed_seconds,3,44.63108966666667,0.015088387897101202,0.00033806900099887473,44.632017,0.013676000000003796,0.0004542935534373369,44.615559,44.645693
cond-d58a1a7d57bc70acde3c,main_root_actual_total_time_ms,3,42149.469000000005,15.40415862681387,0.0003654650697216107,42153.467,9.013000000006286,0.0003170005874014899,42132.46,42162.48
cond-d5afdbe598daf23c73c0,elapsed_seconds,3,1.7710406666666667,0.01460031100125376,0.008243916289473737,1.773638,0.010529999999999928,0.00880212196626363,1.755316,1.784168
cond-d5afdbe598daf23c73c0,main_root_actual_total_time_ms,3,1686.9136666666666,13.049462070649984,0.007735702382704421,1690.04,8.076000000000022,0.007084730302241386,1672.585,1698.116
cond-d80fba772498162ebbf6,elapsed_seconds,3,3.6627023333333333,0.13387284271402236,0.036550292797664516,3.643135,0.10344500000000023,0.042097687019558794,3.53969,3.805282
cond-d80fba772498162ebbf6,main_root_actual_total_time_ms,3,3575.820333333333,128.37319993804513,0.03590034956213175,3557.71,100.2460000000001,0.041775389112659586,3457.464,3712.287
cond-da01e051b792b0e29b50,elapsed_seconds,3,2.693444,0.28143742542348565,0.10448980020504813,2.600721,0.13065400000000027,0.07448227641488664,2.470067,3.009544
cond-da01e051b792b0e29b50,main_root_actual_total_time_ms,3,2605.2983333333336,278.81129981823415,0.1070170338079903,2513.121,128.87300000000005,0.07602781951207285,2384.248,2918.526
cond-ea1310ef7a785f25ad14,elapsed_seconds,3,0.37963966666666665,0.030345997533996673,0.07993368501358747,0.374352,0.022067000000000003,0.08739510994999358,0.352285,0.412282
cond-ea1310ef7a785f25ad14,main_root_actual_total_time_ms,3,318.24399999999997,28.933535784621952,0.09091620198533815,311.688,18.536999999999978,0.08817457264957254,293.151,349.893
cond-f461d0b4d2ee745f8be9,elapsed_seconds,3,0.17982299999999998,0.012801104210184374,0.07118724640443311,0.179555,0.012396999999999991,0.10236302080142569,0.167158,0.192756
cond-f461d0b4d2ee745f8be9,main_root_actual_total_time_ms,3,118.524,12.073025428615647,0.10186144096230001,119.133,11.14800000000001,0.1387359069275517,106.158,130.281
cond-f852b03bbba6d24405e1,elapsed_seconds,3,92.616047,0.28645988798259325,0.00309298331403189,92.721414,0.11348700000000633,0.0018146382689980265,92.291826,92.834901
cond-f852b03bbba6d24405e1,main_root_actual_total_time_ms,3,91571.90233333333,285.7208933580635,0.0031201808205098026,91677.385,112.5,0.0018193418147779848,91248.437,91789.885
cond-fb730b7faa8045049194,elapsed_seconds,5,1.2692358000000001,0.19483919936629793,0.15350906377388496,1.253539,0.08375899999999992,0.09906440358058255,1.070073,1.588641
cond-fb730b7faa8045049194,main_root_actual_total_time_ms,5,1201.8266,187.21509927033134,0.15577546650268126,1185.525,74.79200000000014,0.09353376706522444,1009.747,1509.515
cond-fe7077a5b6b17cc15c54,elapsed_seconds,3,0.9985093333333334,0.04401849308340004,0.044084207942706635,0.990296,0.031119999999999925,0.04659062744876268,0.959176,1.046056
cond-fe7077a5b6b17cc15c54,main_root_actual_total_time_ms,3,921.2669999999999,43.39058059072264,0.047098811300874385,913.777,31.668000000000006,0.051381219706777476,882.109,967.915
