query_run_id,remote_path_share,remote_to_final_rows_ratio,wan_output_to_final_rows_ratio,drf_bytes_proxy,global_group_merge_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,spill_per_wan_mb,hash_batches_max,remote_region_rows_isf,worker_task_scan_rows_isf,worker_task_scan_actual_rows_max_share,task_count_to_shard_count_ratio,active_task_share,citus_repartition_query,worker_task_seq_scan_share,root_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,remote_root_rows_estimate_error_log
20260724T234256Z-repeatability-v1__pilot-balanced-v1_--af5b32cfd7bb--__gac_fdw_top_tenants__lookback_days-14__limit_k-25,0.6707216998759344,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.9551616149787034,-0.42497156751305704,-0.3546322082858489,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5575076468047326,0.5577689557540221,-0.3460605543543522
20260724T234311Z-repeatability-v1__pilot-balanced-v1_--af5b32cfd7bb--__gac_fdw_top_tenants__lookback_days-14__limit_k-25,0.6697686299478935,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.9551616149787034,-0.42497156751305704,-0.3546322082858489,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5575001922666026,0.5577689557540221,-0.3460605543543522
20260724T234413Z-repeatability-v1__pilot-balanced-v1_--c12836c90752--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6663035912264023,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8269517087497313,1.6895383064523262,-0.3460605543543522
20260724T234430Z-repeatability-v1__pilot-balanced-v1_--9896c7adc962--multi_dimension_rollup__lookback_days-1__limit_k-10,0.6655919578178656,0.9054309553367668,0.7892619566321911,-0.1983821471319045,0.7892619566321911,0.19956652572754338,-0.1314894031473712,0.9618696154630713,-0.23117835795335767,-0.1286978904175566,-0.161625113686919,-0.5632247924207986,-0.479870793181707,0.7188043078463408,1.9048759731247256,-0.14418745018211765,0.3407248473647339,1.0024273834576847,0.1663522907854466,0.5906899338169694,1.5300207111275477
20260724T234445Z-repeatability-v1__pilot-balanced-v1_--c12836c90752--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6717631156424342,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8269219543593342,1.6894705417826306,-0.3460605543543522
20260724T234502Z-repeatability-v1__pilot-balanced-v1_--c12836c90752--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6671444008149335,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8269070766683356,1.6893349835655658,-0.3460605543543522
20260724T234519Z-repeatability-v1__pilot-balanced-v1_--9896c7adc962--multi_dimension_rollup__lookback_days-1__limit_k-10,0.6676383267894488,0.9054309553367668,0.7892619566321911,-0.1983821471319045,0.7892619566321911,0.19956652572754338,-0.1314894031473712,0.9618696154630713,-0.23117835795335767,-0.1286978904175566,-0.161625113686919,-0.5632247924207986,-0.479870793181707,0.7188043078463408,1.9048759731247256,-0.14418745018211765,0.3407248473647339,1.0024273834576847,0.1663522907854466,0.5906899338169694,1.5300207111275477
20260724T234535Z-repeatability-v1__pilot-balanced-v1_--9896c7adc962--multi_dimension_rollup__lookback_days-1__limit_k-10,0.6580215702846639,0.9054309553367668,0.7892619566321911,-0.1983821471319045,0.7892619566321911,0.19956652572754338,-0.1314894031473712,0.9618696154630713,-0.23117835795335767,-0.1286978904175566,-0.161625113686919,-0.5632247924207986,-0.479870793181707,0.7188043078463408,1.9048759731247256,-0.14418745018211765,0.3407248473647339,1.0024273834576847,0.1663522907854466,0.5906899338169694,1.5300207111275477
20260724T234726Z-repeatability-v1__pilot-region-imbal--506bad6444ab--egion_global_user_join__lookback_days-7__limit_k-25,0.49012544734261737,0.9390819017941785,0.8320117148059404,-0.1983821471319045,0.8320117148059404,2.0694622455747296,0.12215377767432227,1.7579596196653646,2.3077414484675356,-0.1286978904175566,5.127395455417887,0.49144865540555316,-0.4948906117978314,2.768092202280521,1.84845818432003,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9852469780037553,-0.2227560547015236,-1.0410447196641044
20260724T234746Z-repeatability-v1__pilot-region-imbal--506bad6444ab--egion_global_user_join__lookback_days-7__limit_k-25,0.48299391565590805,0.9390819017941785,0.8320117148059404,-0.1983821471319045,0.8320117148059404,2.0694622455747296,0.12215377767432227,1.7579596196653646,2.3077414484675356,-0.1286978904175566,5.127395455417887,0.49144865540555316,-0.4948906117978314,2.768092202280521,1.84845818432003,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9852469780037553,-0.2227560547015236,-1.0410447196641044
20260724T234804Z-repeatability-v1__pilot-region-imbal--506bad6444ab--egion_global_user_join__lookback_days-7__limit_k-25,0.47619612597544975,0.9390819017941785,0.8320117148059404,-0.1983821471319045,0.8320117148059404,2.0691886645618522,0.1220727880173775,1.7578610360035312,2.3068833507472952,-0.1286978904175566,5.127395455417887,0.49144865540555316,-0.4948906117978314,2.768092202280521,1.84845818432003,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9852469780037553,-0.2227560547015236,-1.0410447196641044
20260724T234949Z-repeatability-v1__pilot-region-imbal--06c524a86278--__limit_k-100__payload_repeat-64__payload_width-512,0.6813993385582473,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536763118121218,0.0,-1.0413164787040599
20260724T235004Z-repeatability-v1__pilot-region-imbal--06c524a86278--__limit_k-100__payload_repeat-64__payload_width-512,0.6857934095849119,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536763118121218,0.0,-1.0413164787040599
20260724T235020Z-repeatability-v1__pilot-region-imbal--06c524a86278--__limit_k-100__payload_repeat-64__payload_width-512,0.6885589545134835,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536598670869093,0.0,-1.0413164787040599
20260724T235201Z-repeatability-v1__pilot-region-imbal--c9f55b2e1e99--__limit_k-100__payload_repeat-64__payload_width-512,0.6878188024569802,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536763118121218,0.0,-1.0413164787040599
20260724T235218Z-repeatability-v1__pilot-region-imbal--c9f55b2e1e99--__limit_k-100__payload_repeat-64__payload_width-512,0.6850599770173111,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536763118121218,0.0,-1.0413164787040599
20260724T235234Z-repeatability-v1__pilot-region-imbal--c9f55b2e1e99--__limit_k-100__payload_repeat-64__payload_width-512,0.687861674104555,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536598670869093,0.0,-1.0413164787040599
20260724T235406Z-repeatability-v1__pilot-region-imbal--c56db42f46dc--vent_filter_summary__lookback_days-7__min_value-900,0.7034218587739705,1.0017507640931536,0.9116254847097316,-0.1983821471319045,0.9116254847097316,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,5.149668675830337,-0.15520406211726695,-0.4483936581161474,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-0.4316309887653492,-0.2227560547015236,-1.5295711908097593
20260724T235421Z-repeatability-v1__pilot-region-imbal--c56db42f46dc--vent_filter_summary__lookback_days-7__min_value-900,0.7019412070603612,1.0017507640931536,0.9116254847097316,-0.1983821471319045,0.9116254847097316,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,5.149668675830337,-0.15520406211726695,-0.4483936581161474,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-0.4316309887653492,-0.2227560547015236,-1.5295711908097593
20260724T235435Z-repeatability-v1__pilot-region-imbal--3dcc6f0f0535--__limit_k-100__payload_repeat-64__payload_width-512,0.6885182594794802,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536763118121218,0.0,-1.0413164787040599
20260724T235451Z-repeatability-v1__pilot-region-imbal--3dcc6f0f0535--__limit_k-100__payload_repeat-64__payload_width-512,0.6855834191695939,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536598670869093,0.0,-1.0413164787040599
20260724T235507Z-repeatability-v1__pilot-region-imbal--c56db42f46dc--vent_filter_summary__lookback_days-7__min_value-900,0.7038531680158645,1.0017507640931536,0.9116254847097316,-0.1983821471319045,0.9116254847097316,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,5.149668675830337,-0.15520406211726695,-0.4483936581161474,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-0.4316309887653492,-0.2227560547015236,-1.5295711908097593
20260724T235521Z-repeatability-v1__pilot-region-imbal--3dcc6f0f0535--__limit_k-100__payload_repeat-64__payload_width-512,0.687948516364561,0.01232513981836588,-0.3453289436653984,-0.19838214713190436,-0.3453289436653984,0.06083952536061793,-0.1280677420044231,0.12849429254134603,-0.28610349125702733,-0.1286978904175566,5.132569654897893,-0.1639687690111293,-0.44903333150463454,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.9536269764249032,0.0,-1.0413164787040599
20260724T235730Z-repeatability-v1__pilot-region-imbal--f022fc554568--vent_filter_summary__lookback_days-7__min_value-900,0.7093959212838679,1.0017507640931536,0.9116254847097316,-0.1983821471319045,0.9116254847097316,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,5.149668675830337,-0.15520406211726695,-0.4483936581161474,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-0.4316309887653492,-0.2227560547015236,-1.5295711908097593
20260724T235831Z-repeatability-v1__pilot-region-imbal--f022fc554568--vent_filter_summary__lookback_days-7__min_value-900,0.709388660280091,1.0017507640931536,0.9116254847097316,-0.1983821471319045,0.9116254847097316,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,5.149668675830337,-0.15520406211726695,-0.4483936581161474,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-0.4316309887653492,-0.2227560547015236,-1.5295711908097593
